row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Phải thu từ hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)","Ngắn hạn > Phải thu từ hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)","Phải thu từ hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)",32.176.402.657,32.907.860.897,32176402657.0,32907860897.0
Tạm ứng cho nhân viên phục vụ công tác đèn bù,Ngắn hạn > Tạm ứng cho nhân viên phục vụ công tác đèn bù,Tạm ứng cho nhân viên phục vụ công tác đèn bù,26.455.176.343,33.430.650.000,26455176343.0,33430650000.0
Trả trước thuế thu nhập doanh nghiệp theo tiến độ thanh toán của khách hàng (ii),Ngắn hạn > Trả trước thuế thu nhập doanh nghiệp theo tiến độ thanh toán của khách hàng (ii),Trả trước thuế thu nhập doanh nghiệp theo tiến độ thanh toán của khách hàng (ii),20.848.458.051,11.245.747.920,20848458051.0,11245747920.0
Phải thu cổ tức,Ngắn hạn > Phải thu cổ tức,Phải thu cổ tức,18.129.120.000,-,18129120000.0,
Tạm ứng khác cho nhân viên,Ngắn hạn > Tạm ứng khác cho nhân viên,Tạm ứng khác cho nhân viên,3.280.773.566,4.703.659.212,3280773566.0,4703659212.0
Khác,Ngắn hạn > Khác,Khác,4.452.533.442,6.777.894.071,4452533442.0,6777894071.0
,,,105.342.464.059,89.065.812.100,105342464059.0,89065812100.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược dài hạn","Dài hạn > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",352.482.701.584,105.067.696.175,352482701584.0,105067696175.0
Đầu tư vào các HĐHTKD (i),Dài hạn > Đầu tư vào các HĐHTKD (i),Đầu tư vào các HĐHTKD (i),-,31.603.067.476,,31603067476.0
,,,352.482.701.584,136.670.763.651,352482701584.0,136670763651.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,457.825.165.643,225.736.575.751,457825165643.0,225736575751.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu khác các bên khác,Trong đó: > Phải thu khác các bên khác,Phải thu khác các bên khác,434.042.305.479,216.260.168.920,434042305479.0,216260168920.0
Phải thu khác các bên liên quan (TM số 27),Trong đó: > Phải thu khác các bên liên quan (TM số 27),Phải thu khác các bên liên quan (TM số 27),23.782.860.164,9.476.406.831,23782860164.0,9476406831.0
