row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Khoản vốn nhận từ nhà đầu tư vào HĐHTKD (*),Khoản vốn nhận từ nhà đầu tư vào HĐHTKD (*),Khoản vốn nhận từ nhà đầu tư vào HĐHTKD (*),302.492.290.225,201.769.921.490,302492290225.0,201769921490.0
Nhận đặt cọc chuyển nhượng cổ phần (**),Nhận đặt cọc chuyển nhượng cổ phần (**),Nhận đặt cọc chuyển nhượng cổ phần (**),100.000.000.000,-,100000000000.0,
Phải trả lợi nhuận HĐHTKD,Phải trả lợi nhuận HĐHTKD,Phải trả lợi nhuận HĐHTKD,38.320.608.750,36.331.391.493,38320608750.0,36331391493.0
Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,26.789.894.430,11.301.080.792,26789894430.0,11301080792.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,13.580.321.054,9.483.454.929,13580321054.0,9483454929.0
Phải trả tiền mượn từ cá nhân,Phải trả tiền mượn từ cá nhân,Phải trả tiền mượn từ cá nhân,1.620.000.000,4.320.000.000,1620000000.0,4320000000.0
Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,983.634.000,116.319.617.242,983634000.0,116319617242.0
Khác,Khác,Khác,17.100.692.575,24.246.663.175,17100692575.0,24246663175.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,500.887.441.034,403.772.129.121,500887441034.0,403772129121.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,405.434.427.232,194.909.100.334,405434427232.0,194909100334.0
Phải trả bên liên quan (TM số 27),Trong đó: > Phải trả bên liên quan (TM số 27),Phải trả bên liên quan (TM số 27),95.453.013.802,208.863.028.787,95453013802.0,208863028787.0
