row_label_raw,row_label_full,Nguyên Sơn,Công ty con,Nhận cổ tức,18.129.120.000,col_4,numeric__Công ty con,numeric__Nhận cổ tức,numeric__18.129.120.000,numeric__col_4
Nam Phan,Nam Phan,Nam Phan,Công ty con,Thu hồi vốn góp HĐHTKD,2.460.000.000,5.160.000.000,,,2460000000.0,5160000000.0
Các công ty khác,Các công ty khác,Các công ty khác,Công ty con,Phải thu khác,3.193.740.164,4.316.406.831,,,3193740164.0,4316406831.0
,,,,,23.782.860.164,9.476.406.831,,,23782860164.0,9476406831.0
