row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.283.249.112.910,615.032.458.636,,1.0,1283249112910.0,615032458636.0
2.,2.,2.,Điều chính cho các khoản:,,,,,,,
,,,Khấu hao tài sản cố định và bất động sản đầu tư và hao mòn tài sản cố định vô hình,02,384.254.498.730,386.283.021.970,,2.0,384254498730.0,386283021970.0
,,,Các khoản dự phòng,03,187.115.116.807,280.459.857.913,,3.0,187115116807.0,280459857913.0
,,,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,568.598.900,(3.064.957.906),,4.0,568598900.0,-3064957906.0
,,,Lãi từ hoạt động đầu tư,05,(505.373.496.549),(372.444.152.463),,5.0,-505373496549.0,-372444152463.0
,,,Chi phí lãi vay,06,139.749.373.529,46.491.481.993,,6.0,139749373529.0,46491481993.0
,,,Các khoản điều chỉnh khác,07,50.000.000.000,-,,7.0,50000000000.0,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,1.539.563.204.327,952.757.710.143,,8.0,1539563204327.0,952757710143.0
,,,Thay đổi các khoản phải thu,09,(1.154.385.154.463),(218.831.531.248),,9.0,-1154385154463.0,-218831531248.0
,,,Thay đổi hàng tôn kho,10,(1.661.534.042.581),240.497.516.135,,10.0,-1661534042581.0,240497516135.0
,,,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,21.610.483.749,79.565.968.001,,11.0,21610483749.0,79565968001.0
,,,Thay đổi chi phí trả trước,12,(3.838.419.726),11.996.130.148,,12.0,-3838419726.0,11996130148.0
,,,Tiền lãi vay đã trả,14,(138.260.220.765),(44.733.256.830),,14.0,-138260220765.0,-44733256830.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(259.484.372.577),(54.067.136.419),,15.0,-259484372577.0,-54067136419.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(179.079.707.296),(148.269.388.644),,17.0,-179079707296.0,-148269388644.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(1.835.408.229.332),818.916.011.286,,20.0,-1835408229332.0,818916011286.0
II.,II.,II.,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(317.198.629.067),(81.891.505.980),,21.0,-317198629067.0,-81891505980.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,-,772.744,,22.0,,772744.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(18.808.000.000.000),(17.258.000.000.000),,23.0,-18808000000000.0,-17258000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,20.508.000.000.000,13.179.000.000.000,,24.0,20508000000000.0,13179000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia Lưu chuyển tiền thuần từ hoạt động đầu tư",27,529.896.675.461,420.532.440.003,,27.0,529896675461.0,420532440003.0
,,,,30,1.912.698.046.394,(3.740.358.293.233),,30.0,1912698046394.0,-3740358293233.0
