row_label_raw,row_label_full,col_0,Số cuối năm > VNDGiá trị/ Số có khả năngtrả nợ,Số đầu năm > VNDGiá trị/ Số có khả năngtrả nợ,numeric__Số cuối năm > VNDGiá trị/ Số có khả năngtrả nợ,numeric__Số đầu năm > VNDGiá trị/ Số có khả năngtrả nợ
a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan,,
Young-inh Corporation,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan > Young-inh Corporation,Young-inh Corporation,75.031.774.287,-,75031774287.0,
Technip Italy S.p.A,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan > Technip Italy S.p.A,Technip Italy S.p.A,7.038.007.451,6.241.005.205,7038007451.0,6241005205.0
Công ty TNHH Quốc tế Lá Xanh,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan > Công ty TNHH Quốc tế Lá Xanh,Công ty TNHH Quốc tế Lá Xanh,2.108.395.000,6.644.636.920,2108395000.0,6644636920.0
Các nhà cung cấp khác,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan > Các nhà cung cấp khác,Các nhà cung cấp khác,95.352.776.960,125.774.463.136,95352776960.0,125774463136.0
,,,179.530.953.698,138.660.105.261,179530953698.0,138660105261.0
b. Phải trả người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 35),a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan > b. Phải trả người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 35),b. Phải trả người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 35),493.676.990.567,563.314.644.694,493676990567.0,563314644694.0
Tổng cộng,a. Các khoản phải trả người bán ngắn hạn không phải là các bên liên quan > Tổng cộng,Tổng cộng,673.207.944.265,701.974.749.955,673207944265.0,701974749955.0
