row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu kinh doanh phân bón,Doanh thu kinh doanh phân bón,Doanh thu kinh doanh phân bón,1.900.008.569.415,943.906.427.592,1900008569415.0,943906427592.0
Doanh thu kinh doanh hóa chất,Doanh thu kinh doanh hóa chất,Doanh thu kinh doanh hóa chất,257.571.431.285,65.055.320.909,257571431285.0,65055320909.0
Doanh thu kinh doanh kim loại,Doanh thu kinh doanh kim loại,Doanh thu kinh doanh kim loại,757.876.759.314,-,757876759314.0,
,,,2.915.456.760.014,1.008.961.748.501,2915456760014.0,1008961748501.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Giảm giá hàng bán cho phân bón,Các khoản giảm trừ doanh thu > Giảm giá hàng bán cho phân bón,Giảm giá hàng bán cho phân bón,318.048.700,-,318048700.0,
Giảm giá hàng bán kinh doanh kim loại,Các khoản giảm trừ doanh thu > Giảm giá hàng bán kinh doanh kim loại,Giảm giá hàng bán kinh doanh kim loại,153.353.900,-,153353900.0,
,,,471.402.600,-,471402600.0,
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,2.914.985.357.414,1.008.961.748.501,2914985357414.0,1008961748501.0
