row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,493.676.990.567,563.314.644.694,493676990567.0,563314644694.0
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,319.268.615.857,465.343.001.586,319268615857.0,465343001586.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,124.667.289.350,48.043.928.899,124667289350.0,48043928899.0
Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Trung,15.190.620.595,21.756.030.888,15190620595.0,21756030888.0
Công ty Cổ phần Phân bón và Hóa chất dầu khí Tây Nam,Công ty Cổ phần Phân bón và Hóa chất dầu khí Tây Nam,Công ty Cổ phần Phân bón và Hóa chất dầu khí Tây Nam,7.662.285.416,8.344.696.417,7662285416.0,8344696417.0
Bộ,Bộ,Bộ,,,,
Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Bắc,Bộ > Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Bắc,6.108.620.900,7.504.078.987,6108620900.0,7504078987.0
Tổng Công ty Hóa chất và Dịch vụ Dầu Khí - CTCP,Bộ > Tổng Công ty Hóa chất và Dịch vụ Dầu Khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu Khí - CTCP,5.304.686.547,-,5304686547.0,
Công ty Cổ phần Phân bón và Hóa chất dầu khí Đông Nam,Bộ > Công ty Cổ phần Phân bón và Hóa chất dầu khí Đông Nam,Công ty Cổ phần Phân bón và Hóa chất dầu khí Đông Nam,4.643.847.384,6.018.929.654,4643847384.0,6018929654.0
Bộ,Bộ,Bộ,,,,
Công ty TNHH Dung dịch Khoan và Dịch vụ Dầu Khí,Bộ > Công ty TNHH Dung dịch Khoan và Dịch vụ Dầu Khí,Công ty TNHH Dung dịch Khoan và Dịch vụ Dầu Khí,3.669.127.621,-,3669127621.0,
Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Bộ > Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,1.672.524.848,3.427.348.215,1672524848.0,3427348215.0
Công Ty Cổ Phần Dịch Vụ Tổng Hợp Dầu Khí Vũng Tàu,Bộ > Công Ty Cổ Phần Dịch Vụ Tổng Hợp Dầu Khí Vũng Tàu,Công Ty Cổ Phần Dịch Vụ Tổng Hợp Dầu Khí Vũng Tàu,1.403.402.998,-,1403402998.0,
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Bộ > Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,1.102.407.933,1.006.506.517,1102407933.0,1006506517.0
Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Bộ > Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,1.004.400.000,-,1004400000.0,
Công ty Cổ phần PVI,Bộ > Công ty Cổ phần PVI,Công ty Cổ phần PVI,1.761.492.698,322.343.082,1761492698.0,322343082.0
Tổng Công ty Cổ phần Vận tải Dầu khí (PVTrans),Bộ > Tổng Công ty Cổ phần Vận tải Dầu khí (PVTrans),Tổng Công ty Cổ phần Vận tải Dầu khí (PVTrans),112.154.580,98.530.965,112154580.0,98530965.0
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Bộ > Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,105.513.840,15.660.000,105513840.0,15660000.0
Công ty Cổ phần Bất động sản Dầu khí,Bộ > Công ty Cổ phần Bất động sản Dầu khí,Công ty Cổ phần Bất động sản Dầu khí,-,1.040.040.724,,1040040724.0
Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí(TP.Hà Nội),Bộ > Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí(TP.Hà Nội),Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí(TP.Hà Nội),-,393.548.760,,393548760.0
Người mua trả tiền trước,Bộ > Người mua trả tiền trước,Người mua trả tiền trước,236.228.322.075,105.981.808.903,236228322075.0,105981808903.0
Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Trung,Bộ > Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Trung,113.851.323.674,103.905.340.072,113851323674.0,103905340072.0
Công ty Cổ phần Phân bón và Hóa chất dầu khí Đông Nam,Bộ > Công ty Cổ phần Phân bón và Hóa chất dầu khí Đông Nam,Công ty Cổ phần Phân bón và Hóa chất dầu khí Đông Nam,100.036.719.238,-,100036719238.0,
Bộ,Bộ,Bộ,,,,
Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Bắc,Bộ > Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất dầu khí Miền Bắc,22.340.279.163,2.076.468.831,22340279163.0,2076468831.0
Phải trả ngắn hạn khác,Bộ > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,41.204.622.621,129.974.954.783,41204622621.0,129974954783.0
Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Bộ > Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,38.848.758.309,127.619.090.471,38848758309.0,127619090471.0
Công ty Cổ phần Hoá dầu và Xơ sợi Việt Nam,Bộ > Công ty Cổ phần Hoá dầu và Xơ sợi Việt Nam,Công ty Cổ phần Hoá dầu và Xơ sợi Việt Nam,2.355.864.312,2.355.864.312,2355864312.0,2355864312.0
Chi phí phải trả,Bộ > Chi phí phải trả,Chi phí phải trả,61.029.709.869,30.264.759.363,61029709869.0,30264759363.0
Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Bộ > Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,43.366.655.115,19.499.521.919,43366655115.0,19499521919.0
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Bộ > Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,17.663.054.754,10.765.237.444,17663054754.0,10765237444.0
