row_label_raw,row_label_full,"Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i) > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hoàn Kiểm (ii) > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 7, Thành phố Hồ Chí Minh (iii) > Ngân hàng Nông nghiệp và Phát triển nông thôn Việt Nam - Chi nhánh Phú Nhuận (iv)",Số đầu năm > VNDGiá trị > 1.600.834.447.276 > 633.241.275.879 > 772.055.139.874 > -,Số đầu năm > VNDSố cókhả năng trả nợ > 1.600.834.447.276 > 633.241.275.879 > 772.055.139.874 > -,Trong năm > VNDTăng > 3.747.610.222.934 > 1.906.092.741.222 > 971.341.056.306 > 999.923.065.307,Trong năm > VNDGiảm > 4.278.134.728.924 > 1.213.899.387.394 > 1.564.564.665.729 > -,Số cuối năm > VNDGiá trị > 1.070.309.941.286 > 1.325.434.629.707 > 178.831.530.451 > 999.923.065.307,Số cuối năm > VNDSố cókhả năng trả nợ > 1.070.309.941.286 > 1.325.434.629.707 > 178.831.530.451 > 999.923.065.307,numeric__Số đầu năm > VNDGiá trị > 1.600.834.447.276 > 633.241.275.879 > 772.055.139.874 > -,numeric__Số đầu năm > VNDSố cókhả năng trả nợ > 1.600.834.447.276 > 633.241.275.879 > 772.055.139.874 > -,numeric__Trong năm > VNDTăng > 3.747.610.222.934 > 1.906.092.741.222 > 971.341.056.306 > 999.923.065.307,numeric__Trong năm > VNDGiảm > 4.278.134.728.924 > 1.213.899.387.394 > 1.564.564.665.729 > -,numeric__Số cuối năm > VNDGiá trị > 1.070.309.941.286 > 1.325.434.629.707 > 178.831.530.451 > 999.923.065.307,numeric__Số cuối năm > VNDSố cókhả năng trả nợ > 1.070.309.941.286 > 1.325.434.629.707 > 178.831.530.451 > 999.923.065.307
Ngân hàng TMCP Quân đội - Chi nhánh Sài Gòn (v),Ngân hàng TMCP Quân đội - Chi nhánh Sài Gòn (v),Ngân hàng TMCP Quân đội - Chi nhánh Sài Gòn (v),-,-,578.681.354.425,-,578.681.354.425,578.681.354.425,,,578681354425.0,,578681354425.0,578681354425.0
Ngân hàng TMCP Đông Nam Á – Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TMCP Đông Nam Á – Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TMCP Đông Nam Á – Chi nhánh Thành phố Hồ Chí Minh,400.000.000.000,400.000.000.000,-,400.000.000.000,-,-,400000000000.0,400000000000.0,,400000000000.0,,
,,,3.406.130.863.029,3.406.130.863.029,8.203.648.440.194,7.456.598.782.047,4.153.180.521.176,4.153.180.521.176,3406130863029.0,3406130863029.0,8203648440194.0,7456598782047.0,4153180521176.0,4153180521176.0
