row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,Số cuối năm > Giá trị VND,Số đầu năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,Số đầu năm > Giá trị VND,numeric__Số cuối năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,numeric__Số cuối năm > Giá trị VND,numeric__Số đầu năm > Số lượng cổ phiếu/ Tỷ lệ sở hữu,numeric__Số đầu năm > Giá trị VND
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,19.500.000.000,,19.500.000.000,,19500000000.0,,19500000000.0
Công ty TNHH Đầu tư Phát triển Bất Đông sản Trường Thọ (*),Công ty TNHH Đầu tư Phát triển Bất Đông sản Trường Thọ (*),Công ty TNHH Đầu tư Phát triển Bất Đông sản Trường Thọ (*),"65,00%",19.500.000.000,"65,00%",19.500.000.000,0.65,19500000000.0,0.65,19500000000.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,3.010.000,31.458.000.000,3.010.000,26.173.000.000,3010000.0,31458000000.0,3010000.0,26173000000.0
Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,2.310.000,42.000.000.000,2.310.000,42.000.000.000,2310000.0,42000000000.0,2310000.0,42000000000.0
Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,700.000,14.000.000.000,700.000,14.000.000.000,700000.0,14000000000.0,700000.0,14000000000.0
Dự phòng giảm giá đầu tư vào công ty khác,Dự phòng giảm giá đầu tư vào công ty khác,Dự phòng giảm giá đầu tư vào công ty khác,,(24.542.000.000),,(29.827.000.000),,-24542000000.0,,-29827000000.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,,50.958.000.000,,45.673.000.000,,50958000000.0,,45673000000.0
