row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,766.924.813.621,927.286.664.154,,,766924813621.0,927286664154.0
02,02,02,Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,,656.585.167.865,708.479.715.218,,,656585167865.0,708479715218.0
03,03,03,Các khoản dự phòng,,11.680.998.431,5.661.166.042,,,11680998431.0,5661166042.0
04,04,04,Lỗ (lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,6.960.509.931,(2.551.120.300),,,6960509931.0,-2551120300.0
05,05,05,Lãi từ hoạt động đầu tư,,(9.028.909.238),(11.021.699.715),,,-9028909238.0,-11021699715.0
06,06,06,Chi phí lãi vay,25,181.090.596.247,238.355.497.769,,25.0,181090596247.0,238355497769.0
07,07,07,Các khoản điều chỉnh khác,,5.033.000.000,-,,,5033000000.0,
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.619.246.176.857,1.866.210.223.168,,,1619246176857.0,1866210223168.0
09,09,09,Tăng các khoản phải thu,,(19.528.714.150),(25.059.764.995),,,-19528714150.0,-25059764995.0
10,10,10,Tăng hàng tồn kho,,(16.674.645.903),(76.311.015.956),,,-16674645903.0,-76311015956.0
11,11,11,Tăng các khoản phải trả,,148.044.028.159,109.878.467.439,,,148044028159.0,109878467439.0
12,12,12,Tăng chi phí trả trước,,(35.574.838.441),(132.074.359.939),,,-35574838441.0,-132074359939.0
14,14,14,Tiền lãi vay đã trả,,(196.783.669.822),(246.233.213.179),,,-196783669822.0,-246233213179.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,14,(174.927.117.168),(214.932.091.398),,14.0,-174927117168.0,-214932091398.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(74.671.662.808),(72.154.406.140),,,-74671662808.0,-72154406140.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.249.129.556.724,1.209.323.839.000,,,1249129556724.0,1209323839000.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chỉ để mua sắm và xây dựng tài sản cố định,,(93.349.740.905),(76.111.648.620),,,-93349740905.0,-76111648620.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,1.884.075.637,3.065.472.302,,,1884075637.0,3065472302.0
27,27,27,Tiền thu lãi và cố tức được chia,,7.754.684.124,9.482.628.144,,,7754684124.0,9482628144.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(83.710.981.144),(63.563.548.174),,,-83710981144.0,-63563548174.0
