row_label_raw,row_label_full,col_0,Vay ngắn hạn,VNDVay dài hạn,numeric__Vay ngắn hạn,numeric__VNDVay dài hạn
Số đầu năm,Số đầu năm,Số đầu năm,2.374.628.430.111,807.534.679.021,2374628430111.0,807534679021.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,3.672.041.124.218,-,3672041124218.0,
Kết chuyển vay dài hạn đến hạn trả,Kết chuyển vay dài hạn đến hạn trả,Kết chuyển vay dài hạn đến hạn trả,807.534.679.021,(807.534.679.021),807534679021.0,-807534679021.0
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,(4.484.136.034.260),-,-4484136034260.0,
Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,6.878.983.473,-,6878983473.0,
Số cuối năm,Số cuối năm,Số cuối năm,2.376.947.182.563,-,2376947182563.0,
Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,2.376.947.182.563,-,2376947182563.0,
