row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
Ngân hàng Thương mại Cổ phần,Ngân hàng Thương mại Cổ phần,Ngân hàng Thương mại Cổ phần,,,,,,,,,,,,
Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần > Ngoại thương Việt Nam,Ngoại thương Việt Nam,388.299,-,388.299,388.299,-,388.299,388299.0,,388299.0,388299.0,,388299.0
Các khoản đầu tư khác,Ngân hàng Thương mại Cổ phần > Các khoản đầu tư khác,Các khoản đầu tư khác,415.852,-,415.852,415.852,-,415.852,415852.0,,415852.0,415852.0,,415852.0
TỔNG CỘNG,Ngân hàng Thương mại Cổ phần > TỔNG CỘNG,TỔNG CỘNG,804.151,-,804.151,804.151,-,804.151,804151.0,,804151.0,804151.0,,804151.0
