row_label_raw,row_label_full,col_0,Số đầu năm,Số tăng trong năm,Số giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Số tăng trong năm,numeric__Số giảm trong năm,numeric__VND Số cuối năm
"Thuế thu nhập doanh nghiệp (""TNDN"")","Thuế thu nhập doanh nghiệp (""TNDN"")","Thuế thu nhập doanh nghiệp (""TNDN"")",45.773.629.823,160.443.030.649,(174.927.117.168),31.289.543.304,45773629823.0,160443030649.0,-174927117168.0,31289543304.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,825.069.378,249.936.460.982,(250.330.968.926),430.561.434,825069378.0,249936460982.0,-250330968926.0,430561434.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.162.994.427,16.148.748.302,(16.288.519.168),5.023.223.561,5162994427.0,16148748302.0,-16288519168.0,5023223561.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,3.907.078.029,53.270.201.058,(52.799.515.977),4.377.763.110,3907078029.0,53270201058.0,-52799515977.0,4377763110.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,221.293.305,(221.293.305),-,,221293305.0,-221293305.0,
"Thuế, phí khác","Thuế, phí khác","Thuế, phí khác",1.595.895.506,93.852.533.448,(84.935.610.512),10.512.818.442,1595895506.0,93852533448.0,-84935610512.0,10512818442.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,57.264.667.163,573.872.267.744,(579.503.025.056),51.633.909.851,57264667163.0,573872267744.0,-579503025056.0,51633909851.0
