row_label_raw,row_label_full,Trong đó:,Trong đó:_1,numeric__Trong đó:_1
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,813.987.717.211,813987717211.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,-,
