row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Bản quyền phần mềm VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Bản quyền phần mềm VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,215.996.103.958,245.871.406.795,5.480.531.000,3.555.000.000,470.903.041.753,215996103958.0,245871406795.0,5480531000.0,3555000000.0,470903041753.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,500.000.000,7.572.288.000,380.000.000,-,8.452.288.000,500000000.0,7572288000.0,380000000.0,,8452288000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,216.496.103.958,253.443.694.795,5.860.531.000,3.555.000.000,479.355.329.753,216496103958.0,253443694795.0,5860531000.0,3555000000.0,479355329753.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,3.928.869.005,114.937.347.078,416.743.928,2.103.546.906,121.386.506.917,3928869005.0,114937347078.0,416743928.0,2103546906.0,121386506917.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,2.716.160.688,38.378.996.828,574.496.936,355.557.302,42.025.211.754,2716160688.0,38378996828.0,574496936.0,355557302.0,42025211754.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,6.645.029.693,153.316.343.906,991.240.864,2.459.104.208,163.411.718.671,6645029693.0,153316343906.0,991240864.0,2459104208.0,163411718671.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,212.067.234.953,130.934.059.717,5.063.787.072,1.451.453.094,349.516.534.836,212067234953.0,130934059717.0,5063787072.0,1451453094.0,349516534836.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,209.851.074.265,100.127.350.889,4.869.290.136,1.095.895.792,315.943.611.082,209851074265.0,100127350889.0,4869290136.0,1095895792.0,315943611082.0
