row_label_raw,row_label_full,col_0,Lợi thế kinh doanh liên quan đến cổ phần hóa VND,Chỉ phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Lợi thế kinh doanh liên quan đến cổ phần hóa VND,numeric__Chỉ phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,379.498.237.437,2.237.910.238,381.736.147.675,379498237437.0,2237910238.0,381736147675.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,7.720.735.090,7.720.735.090,,7720735090.0,7720735090.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(54.214.033.920),(5.245.512.725),(59.459.546.645),-54214033920.0,-5245512725.0,-59459546645.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,325.284.203.517,4.713.132.603,329.997.336.120,325284203517.0,4713132603.0,329997336120.0
