row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2015VND,1/1/2015VND,,
Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,1.611.767.326.720,2.413.997.130.646,1611767326720.0,2413997130646.0
Tổng Công ty Vận tải thủy Petrolimex,Tổng Công ty Vận tải thủy Petrolimex,Tổng Công ty Vận tải thủy Petrolimex,124.998.694.816,-,124998694816.0,
Công ty LD TNHH Kho xăng dầu ngoại quan Vân Phong,Công ty LD TNHH Kho xăng dầu ngoại quan Vân Phong,Công ty LD TNHH Kho xăng dầu ngoại quan Vân Phong,13.132.815.575,-,13132815575.0,
Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,11.959.767.642,15.520.106.545,11959767642.0,15520106545.0
Công ty Cổ phần Vận tải Xăng dầu Vitaco,Công ty Cổ phần Vận tải Xăng dầu Vitaco,Công ty Cổ phần Vận tải Xăng dầu Vitaco,10.177.490.437,23.638.803.611,10177490437.0,23638803611.0
Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,5.309.244.956,4.783.444.813,5309244956.0,4783444813.0
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,4.102.775.326,3.480.663.535,4102775326.0,3480663535.0
Công ty Xăng dầu Hà Giang,Công ty Xăng dầu Hà Giang,Công ty Xăng dầu Hà Giang,-,7.771.858.158,,7771858158.0
Công ty Cổ phần Thiết bị Xăng dầu Petrolimex,Công ty Cổ phần Thiết bị Xăng dầu Petrolimex,Công ty Cổ phần Thiết bị Xăng dầu Petrolimex,-,331.023.201,,331023201.0
,,,1.781.448.115.472,2.469.523.030.509,1781448115472.0,2469523030509.0
