row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,918.361.874.953,746.155.055.257,918361874953.0,746155055257.0
Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,,,,
Lãi vay trái phiếu chuyển đổi,Lãi vay trái phiếu chuyển đổi,Lãi vay trái phiếu chuyển đổi,-,-,,
Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lãi vay trái phiếu chuyển đổi > Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,918.361.874.953,746.155.055.257,918361874953.0,746155055257.0
Số cổ phiếu phổ thông bình quân gia quyền (không bao gồm cổ phiếu quỹ) điều chỉnh đề tính lãi cơ bản trên cổ phiếu,Lãi vay trái phiếu chuyển đổi > Số cổ phiếu phổ thông bình quân gia quyền (không bao gồm cổ phiếu quỹ) điều chỉnh đề tính lãi cơ bản trên cổ phiếu,Số cổ phiếu phổ thông bình quân gia quyền (không bao gồm cổ phiếu quỹ) điều chỉnh đề tính lãi cơ bản trên cổ phiếu,469.760.189,469.760.189,469760189.0,469760189.0
Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,Ảnh hưởng suy giảm,,,,
Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,-,-,,
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Trái phiếu chuyển đổi > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,469.760.189,469.760.189,469760189.0,469760189.0
Lãi cơ bản trên cổ phiếu,Trái phiếu chuyển đổi > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.955,1.588,1955.0,1588.0
Lãi suy giảm trên cổ phiếu,Trái phiếu chuyển đổi > Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,1.955,1.588,1955.0,1588.0
