row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
- Công ty Cổ phần Đầu tư Phát triển Đô thị An Dương (i),Ngắn hạn > - Công ty Cổ phần Đầu tư Phát triển Đô thị An Dương (i),- Công ty Cổ phần Đầu tư Phát triển Đô thị An Dương (i),339.890.912.453,-,339890912453.0,
- Công ty Cổ phần Dịch vụ Kinh Bắc (ii),Ngắn hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (ii),- Công ty Cổ phần Dịch vụ Kinh Bắc (ii),182.291.134.480,182.586.139.245,182291134480.0,182586139245.0
- Công ty TNHH BW Sài Gòn (iii),Ngắn hạn > - Công ty TNHH BW Sài Gòn (iii),- Công ty TNHH BW Sài Gòn (iii),108.926.558.674,-,108926558674.0,
- Công ty Cổ phần Đầu tư Sài Gòn (iv),Ngắn hạn > - Công ty Cổ phần Đầu tư Sài Gòn (iv),- Công ty Cổ phần Đầu tư Sài Gòn (iv),104.130.000.000,104.130.000.000,104130000000.0,104130000000.0
- Công ty TNHH Công nghệ Chính xác Fuyu (v),Ngắn hạn > - Công ty TNHH Công nghệ Chính xác Fuyu (v),- Công ty TNHH Công nghệ Chính xác Fuyu (v),99.229.820.992,-,99229820992.0,
- Công ty TNHH Đầu tư Golden Star Việt Nam (v),Ngắn hạn > - Công ty TNHH Đầu tư Golden Star Việt Nam (v),- Công ty TNHH Đầu tư Golden Star Việt Nam (v),71.034.658.182,120.269.112.727,71034658182.0,120269112727.0
- Công ty TNHH Goertek Vina (v),Ngắn hạn > - Công ty TNHH Goertek Vina (v),- Công ty TNHH Goertek Vina (v),232.671.979,581.350.024.989,232671979.0,581350024989.0
- Các khoản phải thu khách hàng khác (v),Ngắn hạn > - Các khoản phải thu khách hàng khác (v),- Các khoản phải thu khách hàng khác (v),448.137.629.478,778.737.118.521,448137629478.0,778737118521.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.353.873.386.238,1.767.072.395.482,1353873386238.0,1767072395482.0
Dự phòng phải thu khó đòi,Ngắn hạn > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,6.833.980.650,6.833.980.650,6833980650.0,6833980650.0
