row_label_raw,row_label_full,col_0,Thuyết minh,Tỷ lệ vốn góp,Số cuối năm > Số cổ phiếu,Số cuối năm > Giá trị ghi số,Tỷ lệ góp vốn,Số đầu năm > Số cổ phiếu,Số đầu năm > Giá trị ghi số,numeric__Thuyết minh,numeric__Tỷ lệ vốn góp,numeric__Số cuối năm > Số cổ phiếu,numeric__Số cuối năm > Giá trị ghi số,numeric__Tỷ lệ góp vốn,numeric__Số đầu năm > Số cổ phiếu,numeric__Số đầu năm > Giá trị ghi số
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,(i),"21,48%",15.896.923,226.820.001.888,"21,48%",15.896.923,224.861.575.161,,0.2148,15896923.0,226820001888.0,0.2148,15896923.0,224861575161.0
Công ty Cổ phần Đầu tư Sài Gòn - Huế,Công ty Cổ phần Đầu tư Sài Gòn - Huế,Công ty Cổ phần Đầu tư Sài Gòn - Huế,(ii),"28,14%",9.849.000,202.611.216.505,"28,14%",9.849.000,203.850.278.194,,0.2814,9849000.0,202611216505.0,0.2814,9849000.0,203850278194.0
Công ty Cổ phần Đầu tư Phát triển Khu Công nghệ Cao Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Khu Công nghệ Cao Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Khu Công nghệ Cao Sài Gòn,(iii),-,-,-,"27,44%",8.233.083,82.436.515.135,,,,,0.27440000000000003,8233083.0,82436515135.0
Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,(iv),34%,1.077.528,5.494.067.622,34%,1.077.528,5.792.900.828,,0.34,1077528.0,5494067622.0,0.34,1077528.0,5792900828.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,434.925.286.015,,,516.941.269.318,,,,434925286015.0,,,516941269318.0
