row_label_raw,row_label_full,Bên liên quan > Phải thu khác về cho vay (Thuyết minh số 7),Mối quan hệ > Phải thu khác về cho vay (Thuyết minh số 7),Nội dung nghiệp vụ > Phải thu khác về cho vay (Thuyết minh số 7),Năm nay > Phải thu khác về cho vay (Thuyết minh số 7),Năm trước > Phải thu khác về cho vay (Thuyết minh số 7),numeric__Mối quan hệ > Phải thu khác về cho vay (Thuyết minh số 7),numeric__Nội dung nghiệp vụ > Phải thu khác về cho vay (Thuyết minh số 7),numeric__Năm nay > Phải thu khác về cho vay (Thuyết minh số 7),numeric__Năm trước > Phải thu khác về cho vay (Thuyết minh số 7)
Công ty Cổ phần Bắtộng sản Saigontel (*),Công ty Cổ phần Bắtộng sản Saigontel (*),Công ty Cổ phần Bắtộng sản Saigontel (*),Bên liên quan khác,Cho vay ngắn hạn,55.000.000.000,-,,,55000000000.0,
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty liên kết,Cho vay ngắn hạn,16.492.687.097,11.492.687.097,,,16492687097.0,11492687097.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Đà Nẵng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Đà Nẵng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Đà Nẵng,Công ty liên kết,Cho vay ngắn hạn,50.000.000.000,-,,,50000000000.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn – Nhơn Hội,Công ty liên kết,Cho vay ngắn hạn,15.736.501.000,-,,,15736501000.0,
,,,,,137.229.188.097,11.492.687.097,,,137229188097.0,11492687097.0
