row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,3.209.906.030.157,2.491.178.878.521,3209906030157.0,2491178878521.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu cho thuê đất và cơ sở hạ tầng (*),Trong đó: > Doanh thu cho thuê đất và cơ sở hạ tầng (*),Doanh thu cho thuê đất và cơ sở hạ tầng (*),2.288.394.189.661,2.018.386.888.972,2288394189661.0,2018386888972.0
Doanh thu chuyển nhượng bất động sản (**),Trong đó: > Doanh thu chuyển nhượng bất động sản (**),Doanh thu chuyển nhượng bất động sản (**),540.253.510.716,93.173.385.733,540253510716.0,93173385733.0
"Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Trong đó: > Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải",223.982.408.442,163.821.817.906,223982408442.0,163821817906.0
Doanh thu bán nhà xưởng,Trong đó: > Doanh thu bán nhà xưởng,Doanh thu bán nhà xưởng,100.193.929.680,178.832.038.000,100193929680.0,178832038000.0
"Doanh thu cho thuê kho, nhà xưởng và văn phòng","Trong đó: > Doanh thu cho thuê kho, nhà xưởng và văn phòng","Doanh thu cho thuê kho, nhà xưởng và văn phòng",48.170.136.496,36.964.747.910,48170136496.0,36964747910.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,8.911.855.162,-,8911855162.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,3.209.906.030.157,2.491.178.878.521,3209906030157.0,2491178878521.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,3.209.906.030.157,2.491.178.878.521,3209906030157.0,2491178878521.0
Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,-,-,,
