row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Dự án Khu công nghiệp và Khu đô thị Tràng Cát (i),Dự án Khu công nghiệp và Khu đô thị Tràng Cát (i),Dự án Khu công nghiệp và Khu đô thị Tràng Cát (i),3.508.914.491.576,-,3.505.529.857.431,-,3508914491576.0,,3505529857431.0,
Dự án Khu công nghiệp Tân Phú Trung (ii),Dự án Khu công nghiệp Tân Phú Trung (ii),Dự án Khu công nghiệp Tân Phú Trung (ii),1.657.888.780.919,-,2.377.277.112.343,-,1657888780919.0,,2377277112343.0,
Dự án Khu đô thị Phúc Ninh,Dự án Khu đô thị Phúc Ninh,Dự án Khu đô thị Phúc Ninh,985.923.800.098,-,859.600.850.430,-,985923800098.0,,859600850430.0,
Dự án Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Dự án Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Dự án Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,538.467.763.233,-,476.157.929.228,-,538467763233.0,,476157929228.0,
Dự án Khu công nghiệp Nam Sơn - Hạp Lĩnh,Dự án Khu công nghiệp Nam Sơn - Hạp Lĩnh,Dự án Khu công nghiệp Nam Sơn - Hạp Lĩnh,457.741.605.095,-,359.201.707.741,-,457741605095.0,,359201707741.0,
Dự án Khu công nghiệp và đô thị Quang Châu,Dự án Khu công nghiệp và đô thị Quang Châu,Dự án Khu công nghiệp và đô thị Quang Châu,342.779.745.623,-,685.721.457.549,-,342779745623.0,,685721457549.0,
Dự án Khu công nghiệp Tràng Duệ - giai đoạn 2,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 2,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 2,16.160.870.321,-,130.182.980.040,-,16160870321.0,,130182980040.0,
Dự án Khu công nghiệp Tràng Duệ - giai đoạn 1 (iii),Dự án Khu công nghiệp Tràng Duệ - giai đoạn 1 (iii),Dự án Khu công nghiệp Tràng Duệ - giai đoạn 1 (iii),12.165.328.852,-,7.255.853.913,-,12165328852.0,,7255853913.0,
Dự án Khu công nghiệp Tràng Duệ - giai đoạn 3,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 3,Dự án Khu công nghiệp Tràng Duệ - giai đoạn 3,2.016.023.459,-,-,-,2016023459.0,,,
Dự án Khu công nghiệp Quế Võ mở rộng,Dự án Khu công nghiệp Quế Võ mở rộng,Dự án Khu công nghiệp Quế Võ mở rộng,1.640.142.933,-,120.435.014.799,-,1640142933.0,,120435014799.0,
Dự án Khu công nghiệp Quế Võ hiện hữu,Dự án Khu công nghiệp Quế Võ hiện hữu,Dự án Khu công nghiệp Quế Võ hiện hữu,-,-,57.860.916.072,-,,,57860916072.0,
Hàng hóa biểu tặng,Hàng hóa biểu tặng,Hàng hóa biểu tặng,10.913.011.266,-,316.235.334,-,10913011266.0,,316235334.0,
Các dự án khác,Các dự án khác,Các dự án khác,13.147.207.278,-,13.291.654.295,-,13147207278.0,,13291654295.0,
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,7.547.758.770.653,-,8.592.831.569.175,-,7547758770653.0,,8592831569175.0,
