row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,,,,
- Công ty Cổ phần Kumba,Phải trả cho người bán > - Công ty Cổ phần Kumba,- Công ty Cổ phần Kumba,24.197.260.274,24.197.260.274,24.197.260.274,24.197.260.274,24197260274.0,24197260274.0,24197260274.0,24197260274.0
- Công ty Cổ phần Đầu tư Trường Phát,Phải trả cho người bán > - Công ty Cổ phần Đầu tư Trường Phát,- Công ty Cổ phần Đầu tư Trường Phát,20.188.189.332,20.188.189.332,5.494.106.040,5.494.106.040,20188189332.0,20188189332.0,5494106040.0,5494106040.0
- Công ty TNHH Thương mại Vận tải Mai Tuấn Anh,Phải trả cho người bán > - Công ty TNHH Thương mại Vận tải Mai Tuấn Anh,- Công ty TNHH Thương mại Vận tải Mai Tuấn Anh,18.857.306.900,18.857.306.900,11.618.947.600,11.618.947.600,18857306900.0,18857306900.0,11618947600.0,11618947600.0
- Công ty TNHH Môi trường Công nghệ Công Thành,Phải trả cho người bán > - Công ty TNHH Môi trường Công nghệ Công Thành,- Công ty TNHH Môi trường Công nghệ Công Thành,16.005.014.945,16.005.014.945,13.896.411.000,13.896.411.000,16005014945.0,16005014945.0,13896411000.0,13896411000.0
- Công ty Cổ phần Bất động sản Hải Phát,Phải trả cho người bán > - Công ty Cổ phần Bất động sản Hải Phát,- Công ty Cổ phần Bất động sản Hải Phát,13.019.970.115,13.019.970.115,13.523.326.473,13.523.326.473,13019970115.0,13019970115.0,13523326473.0,13523326473.0
- Công ty Cổ phần Dịch vụ Kinh Bắc,Phải trả cho người bán > - Công ty Cổ phần Dịch vụ Kinh Bắc,- Công ty Cổ phần Dịch vụ Kinh Bắc,-,-,22.197.890.000,22.197.890.000,,,22197890000.0,22197890000.0
- Công ty TNHH BlueScope Buildings Việt Nam,Phải trả cho người bán > - Công ty TNHH BlueScope Buildings Việt Nam,- Công ty TNHH BlueScope Buildings Việt Nam,-,-,7.335.599.999,7.335.599.999,,,7335599999.0,7335599999.0
- Các nhà cung cấp khác,Phải trả cho người bán > - Các nhà cung cấp khác,- Các nhà cung cấp khác,278.324.308.958,278.324.308.958,127.854.310.954,127.854.310.954,278324308958.0,278324308958.0,127854310954.0,127854310954.0
TỔNG CỘNG,Phải trả cho người bán > TỔNG CỘNG,TỔNG CỘNG,370.592.050.524,370.592.050.524,226.117.852.340,226.117.852.340,370592050524.0,370592050524.0,226117852340.0,226117852340.0
