row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Thu tiền đặt cọc thực hiện nghĩa vụ hợp đồng tại khu Phúc Ninh (i),Ngắn hạn > Thu tiền đặt cọc thực hiện nghĩa vụ hợp đồng tại khu Phúc Ninh (i),Thu tiền đặt cọc thực hiện nghĩa vụ hợp đồng tại khu Phúc Ninh (i),439.934.046.609,444.102.553.400,439934046609.0,444102553400.0
Đặt cọc ngắn hạn khác (ii),Ngắn hạn > Đặt cọc ngắn hạn khác (ii),Đặt cọc ngắn hạn khác (ii),111.063.031.650,-,111063031650.0,
Công ty Cổ phần phát triển cơ sở hạ tầng công nghiệp Tây Ninh,Ngắn hạn > Công ty Cổ phần phát triển cơ sở hạ tầng công nghiệp Tây Ninh,Công ty Cổ phần phát triển cơ sở hạ tầng công nghiệp Tây Ninh,45.500.000.000,-,45500000000.0,
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,41.995.332.873,-,41995332873.0,
Công ty Cổ phần Dịch vụ Kinh Bắc,Ngắn hạn > Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,14.710.026.993,11.948.989.816,14710026993.0,11948989816.0
Phí duy tu sửa chữa cơ sở hạ tầng,Ngắn hạn > Phí duy tu sửa chữa cơ sở hạ tầng,Phí duy tu sửa chữa cơ sở hạ tầng,20.120.313.022,-,20120313022.0,
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",29.068.833.756,42.383.417.710,29068833756.0,42383417710.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,702.391.584.903,498.434.960.926,702391584903.0,498434960926.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty Cổ phần Cơ điện tử và Tín học Cholimex,Dài hạn > Công ty Cổ phần Cơ điện tử và Tín học Cholimex,Công ty Cổ phần Cơ điện tử và Tín học Cholimex,-,55.500.000.000,,55500000000.0
Đặt cọc khác (ii),Dài hạn > Đặt cọc khác (ii),Đặt cọc khác (ii),28.774.099.409,65.065.727.944,28774099409.0,65065727944.0
"Các khoản phải trả, phải nộp dài hạn khác","Dài hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",6.352.102.684,14.592.329.063,6352102684.0,14592329063.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,35.126.202.093,135.158.057.007,35126202093.0,135158057007.0
