row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),Ngắn hạn > - Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),184.100.000.000,134.100.000.000,184100000000.0,134100000000.0
- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (ii),Ngắn hạn > - Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (ii),- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (ii),50.000.000.000,300.000.000,50000000000.0,300000000.0
- Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng (iii),Ngắn hạn > - Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng (iii),- Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng (iii),12.000.000.000,-,12000000000.0,
- Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > - Công ty Cổ phần Du lịch Sài Gòn,- Công ty Cổ phần Du lịch Sài Gòn,500.000.000,500.000.000,500000000.0,500000000.0
- Công ty Cổ phần Dịch vụ Kinh Bắc,Ngắn hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc,- Công ty Cổ phần Dịch vụ Kinh Bắc,-,31.386.943.534,,31386943534.0
- Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,Ngắn hạn > - Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,- Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,-,300.000.000,,300000000.0
- Phải thu các công ty khác,Ngắn hạn > - Phải thu các công ty khác,- Phải thu các công ty khác,7.883.300.000,2.583.300.000,7883300000.0,2583300000.0
Phải thu cho vay các bên liên quan(Thuyết minh số 28),Ngắn hạn > Phải thu cho vay các bên liên quan(Thuyết minh số 28),Phải thu cho vay các bên liên quan(Thuyết minh số 28),137.229.188.097,11.492.687.097,137229188097.0,11492687097.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,391.712.488.097,180.662.930.631,391712488097.0,180662930631.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
- Ban Quản lý Dự án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),Dài hạn > - Ban Quản lý Dự án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),- Ban Quản lý Dự án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),700.000.000,700.000.000,700000000.0,700000000.0
- Công ty Cổ phần Khu Công nghiệp Sài Gòn – Tây Ninh,Dài hạn > - Công ty Cổ phần Khu Công nghiệp Sài Gòn – Tây Ninh,- Công ty Cổ phần Khu Công nghiệp Sài Gòn – Tây Ninh,300.000.000,-,300000000.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.000.000.000,700.000.000,1000000000.0,700000000.0
