row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,481.392.813.069,986.494.828.986,481392813069.0,986494828986.0
- Khu công nghiệp Quang Châu,Ngắn hạn > - Khu công nghiệp Quang Châu,- Khu công nghiệp Quang Châu,196.930.164.600,368.404.589.673,196930164600.0,368404589673.0
- Khu công nghiệp Tân Phú Trung,Ngắn hạn > - Khu công nghiệp Tân Phú Trung,- Khu công nghiệp Tân Phú Trung,128.150.308.354,337.790.756.801,128150308354.0,337790756801.0
- Khu công nghiệp Tràng Duệ,Ngắn hạn > - Khu công nghiệp Tràng Duệ,- Khu công nghiệp Tràng Duệ,49.817.566.787,164.904.179.437,49817566787.0,164904179437.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,19.250.743.371,60.747.027.250,19250743371.0,60747027250.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,56.504.290.047,54.648.275.825,56504290047.0,54648275825.0
- Khu đô thị Phúc Ninh,Ngắn hạn > - Khu đô thị Phúc Ninh,- Khu đô thị Phúc Ninh,4.116.772.240,-,4116772240.0,
- Khu đô thị Tràng Duệ,Ngắn hạn > - Khu đô thị Tràng Duệ,- Khu đô thị Tràng Duệ,26.622.967.670,-,26622967670.0,
Chi phí lãi vay phải trả (*),Ngắn hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),1.113.638.659.265,163.987.988.834,1113638659265.0,163987988834.0
Chi phí dịch vụ mua ngoài,Ngắn hạn > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,34.499.564.263,78.364.021.440,34499564263.0,78364021440.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,4.124.879.548,15.195.235.558,4124879548.0,15195235558.0
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 28),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 28),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 28),1.233.333.333,775.082.727,1233333333.0,775082727.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.634.889.249.478,1.244.817.157.545,1634889249478.0,1244817157545.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 28),Dài hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 28),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 28),909.879.723,1.051.174.838.754,909879723.0,1051174838754.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,909.879.723,1.051.174.838.754,909879723.0,1051174838754.0
