row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính trong kỳ,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính trong kỳ
7,7,7,Công ty TNHH Một thành viên Đầu tư Kinh Bắc - Đà Nẵng,100,100,"Số 61A Nguyễn Văn Cử, phường Hoà Hiệp Bắc, quận Liên Chiều, thành phố Đà Nẵng","Đầu tư, xây dựng và kinh doanh bất động sản",,100.0,100.0,,
8,8,8,Công ty Cổ phần Phát triển Đô thị Tiên Dương (i),51,51,"Số 100 phố An Trạch, phường Cát Linh, quận Đống Đa, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,51.0,51.0,,
9,9,9,Công ty TNHH MTV Khu Công nghiệp Tân Phú Trung - Long An (ii),100,"72,44","88 Trần Phong Sắc, phường 4, thành phố Tân An, tỉnh Long An, Việt Nam",Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,,100.0,72.44,,
10,10,10,Công ty TNHH MTV Khu công nghiệp Bắc Giang - Long An (iii),100,"88,06","489E Tỉnh lộ 824, khu phố 5, thị Trần Đức Hòa, huyện Đức Hòa, tỉnh Long An",Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,,100.0,88.06,,
11,11,11,Công ty TNHH Phát triển Cơ sở Hạ tầng Công nghiệp Tân Tập (iv),100,"86,54","531E khu phố 5, thị trấn Đức Hòa, huyện Đức Hòa, tỉnh Long An",Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,,100.0,86.54,,
