row_label_raw,row_label_full,col_0,Trường hợp doanh thu được ghi nhận một lần tại thời điểm bản giao đất,Đơn vị tính: VNDTrường hợp doanh thu được phân bổ trong thời hạn thuê đất,numeric__Trường hợp doanh thu được ghi nhận một lần tại thời điểm bản giao đất,numeric__Đơn vị tính: VNDTrường hợp doanh thu được phân bổ trong thời hạn thuê đất
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,3.209.906.030.157,999.962.463.049,3209906030157.0,999962463049.0
Trong đó:Doanh thu cho thuê đất và cơ sở hạ tầng,Trong đó:Doanh thu cho thuê đất và cơ sở hạ tầng,Trong đó:Doanh thu cho thuê đất và cơ sở hạ tầng,2.288.394.189.661,55.227.977.806,2288394189661.0,55227977806.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,(1.363.156.822.246),(312.801.280.559),-1363156822246.0,-312801280559.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,1.846.749.207.911,687.161.182.490,1846749207911.0,687161182490.0
