row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.364.174.909.478,1.047.227.401.932,1364174909478.0,1047227401932.0
Thuế TNDN theo các thuế suất áp dụng cho Công ty,Thuế TNDN theo các thuế suất áp dụng cho Công ty,Thuế TNDN theo các thuế suất áp dụng cho Công ty,266.883.143.152,224.185.296.453,266883143152.0,224185296453.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế suất ưu đãi của hoạt động cho thuê đất,Trong đó: > Thuế suất ưu đãi của hoạt động cho thuê đất,Thuế suất ưu đãi của hoạt động cho thuê đất,7.965.934.020,6.074.514.467,7965934020.0,6074514467.0
Thuế suất 20% của các hoạt động khác,Trong đó: > Thuế suất 20% của các hoạt động khác,Thuế suất 20% của các hoạt động khác,258.917.209.132,218.110.781.986,258917209132.0,218110781986.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,,,,
Điều chỉnh tăng thuế TNDN cho các năm từ 2015-2017 và theo biên bản quyết toán thuế đến hết năm 2017,Các khoản điều chỉnh tăng > Điều chỉnh tăng thuế TNDN cho các năm từ 2015-2017 và theo biên bản quyết toán thuế đến hết năm 2017,Điều chỉnh tăng thuế TNDN cho các năm từ 2015-2017 và theo biên bản quyết toán thuế đến hết năm 2017,-,10.950.515.743,,10950515743.0
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,23.735.358.453,-,23735358453.0,
Lãi vay vượt quá 20% EBITDA theo ND 20/2017/NĐ-CP,Các khoản điều chỉnh tăng > Lãi vay vượt quá 20% EBITDA theo ND 20/2017/NĐ-CP,Lãi vay vượt quá 20% EBITDA theo ND 20/2017/NĐ-CP,27.451.244.982,3.126.688.371,27451244982.0,3126688371.0
Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Các khoản điều chỉnh tăng > Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,5.346.298.662,13.863.553,5346298662.0,13863553.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,,,
Loại thu nhập đã tính thuế năm trước của khoản hoàn nhập dự phòng tài chính,Các khoản điều chỉnh giảm > Loại thu nhập đã tính thuế năm trước của khoản hoàn nhập dự phòng tài chính,Loại thu nhập đã tính thuế năm trước của khoản hoàn nhập dự phòng tài chính,-,(2.191.920.515),,-2191920515.0
Giảm khác,Các khoản điều chỉnh giảm > Giảm khác,Giảm khác,-,(11.573.333),,-11573333.0
Chỉ phí thuế TNDN,Các khoản điều chỉnh giảm > Chỉ phí thuế TNDN,Chỉ phí thuế TNDN,323.416.045.249,238.320.928.438,323416045249.0,238320928438.0
