row_label_raw,row_label_full,col_0,Khu văn phòng tại Chung cư Nàng Hương VND,Khu văn phòng tại Chung cư Mỹ Đình Plaza VND,Khu văn phòng tại Chung cư PCC1 Hà Đông Complex VND,Khu văn phòng tại Chung cư Mỹ Đình Plaza 2 VND,Khu văn phòng tại Chung cư PCC1 Thanh Xuân VND,Tổng cộng VND,numeric__Khu văn phòng tại Chung cư Nàng Hương VND,numeric__Khu văn phòng tại Chung cư Mỹ Đình Plaza VND,numeric__Khu văn phòng tại Chung cư PCC1 Hà Đông Complex VND,numeric__Khu văn phòng tại Chung cư Mỹ Đình Plaza 2 VND,numeric__Khu văn phòng tại Chung cư PCC1 Thanh Xuân VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,11.076.525.175,90.477.826.874,24.269.520.970,75.796.415.530,63.259.899.984,264.880.188.533,11076525175.0,90477826874.0,24269520970.0,75796415530.0,63259899984.0,264880188533.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,-,-,-,11.363.805.796,11.363.805.796,,,,,11363805796.0,11363805796.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,11.076.525.175,90.477.826.874,24.269.520.970,75.796.415.530,74.623.705.780,276.243.994.329,11076525175.0,90477826874.0,24269520970.0,75796415530.0,74623705780.0,276243994329.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,4.101.713.372,26.319.172.775,4.375.162.943,7.563.878.679,1.265.198.000,43.625.125.769,4101713372.0,26319172775.0,4375162943.0,7563878679.0,1265198000.0,43625125769.0
Khẩu hao trong năm,Giá trị hao mòn lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,398.779.182,4.372.488.545,970.780.835,3.031.856.624,2.757.672.116,11.531.577.302,398779182.0,4372488545.0,970780835.0,3031856624.0,2757672116.0,11531577302.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,4.500.492.554,30.691.661.320,5.345.943.778,10.595.735.303,4.022.870.116,55.156.703.071,4500492554.0,30691661320.0,5345943778.0,10595735303.0,4022870116.0,55156703071.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,6.974.811.803,64.158.654.099,19.894.358.027,68.232.536.851,61.994.701.984,221.255.062.764,6974811803.0,64158654099.0,19894358027.0,68232536851.0,61994701984.0,221255062764.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,6.576.032.621,59.786.165.554,18.923.577.192,65.200.680.227,70.600.835.664,221.087.291.258,6576032621.0,59786165554.0,18923577192.0,65200680227.0,70600835664.0,221087291258.0
