row_label_raw,row_label_full,Asian Development Bank- A Loan > Asian Development Bank- B Loan > Export Finance Australia > Japan International Cooperation Agency,Loại tiền > USD,Lãi suất Năm > Lãi suất thả nổi: Libor kỳ hạn 3 tháng cộng biên độ > Lãi suất cố định: Libor kỳ hạn 3 tháng cộng biên độ > Lãi suất thả nổi: Libor kỳ hạn 3 tháng cộng biên độ,Năm đáo hạn > 2036,"Tài sản bảo đảm > Tài sản hình thành từ Dự án Điện gió Liên Lập, Phong Huy, Phong Nguyên",31/12/2021 VND > 805.824.828.525 > 2.114.733.634.725 > 486.929.292.300 > 575.589.127.050,1/1/2021 VND > -,numeric__Loại tiền > USD,numeric__Lãi suất Năm > Lãi suất thả nổi: Libor kỳ hạn 3 tháng cộng biên độ > Lãi suất cố định: Libor kỳ hạn 3 tháng cộng biên độ > Lãi suất thả nổi: Libor kỳ hạn 3 tháng cộng biên độ,numeric__Năm đáo hạn > 2036,"numeric__Tài sản bảo đảm > Tài sản hình thành từ Dự án Điện gió Liên Lập, Phong Huy, Phong Nguyên",numeric__31/12/2021 VND > 805.824.828.525 > 2.114.733.634.725 > 486.929.292.300 > 575.589.127.050,numeric__1/1/2021 VND > -
,,,,,,,6.578.377.870.291(340.677.486.963),2.321.096.298.868(149.768.000.000),,,,,,
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,6.578.377.870.291(340.677.486.963),2.321.096.298.868(149.768.000.000),,,,,,
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả trong vòng 12 tháng > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,6.237.700.383.328,2.171.328.298.868,,,,,6237700383328.0,2171328298868.0
