row_label_raw,row_label_full,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,31/12/2021 > Số lượng cổ phiếu > 46.431,"31/12/2021 > Tỷ lệ % sở hữu > 0,00115%","31/12/2021 > Tỷ lệ % quyền biểu quyết > 0,00115%",31/12/2021 > Giá gốc VND > 821.770.000,31/12/2021 > Dự phòng VND > -,31/12/2021 > Giá trị hợp lý VND > 1.722.590.100,numeric__31/12/2021 > Số lượng cổ phiếu > 46.431,"numeric__31/12/2021 > Tỷ lệ % sở hữu > 0,00115%","numeric__31/12/2021 > Tỷ lệ % quyền biểu quyết > 0,00115%",numeric__31/12/2021 > Giá gốc VND > 821.770.000,numeric__31/12/2021 > Dự phòng VND > -,numeric__31/12/2021 > Giá trị hợp lý VND > 1.722.590.100
Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,400.000,"10,00%","10,00%",4.000.000.000,(2.598.384.961),(**),400000.0,0.1,0.1,4000000000.0,-2598384961.0,
Công ty Cổ phần Western Pacific,Công ty Cổ phần Western Pacific,Công ty Cổ phần Western Pacific,7.000.000,"7,00%","7,00%",210.000.000.000,-,(**),7000000.0,0.07,0.07,210000000000.0,,
,,,,,,214.821.770.000,(2.598.384.961),,,,,214821770000.0,-2598384961.0,
,,,,,,1/1/2021,1/1/2021,,,,,,,
,,,Số lượng cổ phiếu,Tỷ lệ % sở hữu,Tỷ lệ % quyền biểu quyết,Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,46.431,"0,00136%","0,00136%",821.770.000,-,2.224.044.900,46431.0,1.36e-05,1.36e-05,821770000.0,,2224044900.0
Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,400.000,"10,00%","10,00%",4.000.000.000,(1.652.891.065),(**),400000.0,0.1,0.1,4000000000.0,-1652891065.0,
,,,,,,4.821.770.000,(1.652.891.065),,,,,4821770000.0,-1652891065.0,
