row_label_raw,row_label_full,Tập đoàn Điện lực Việt Nam,31/12/2021VND > 238.160.507.412,1/1/2021VND > -,numeric__31/12/2021VND > 238.160.507.412,numeric__1/1/2021VND > -
Công ty Cổ phần Năng lượng Điện gió Tiền Giang,Công ty Cổ phần Năng lượng Điện gió Tiền Giang,Công ty Cổ phần Năng lượng Điện gió Tiền Giang,223.104.376.619,-,223104376619.0,
Ban Quản lý Dự án các Công trình Điện Miền Trung,Ban Quản lý Dự án các Công trình Điện Miền Trung,Ban Quản lý Dự án các Công trình Điện Miền Trung,203.741.139.244,78.536.533.528,203741139244.0,78536533528.0
Công ty Cổ phần Thương mại Thái Hưng,Công ty Cổ phần Thương mại Thái Hưng,Công ty Cổ phần Thương mại Thái Hưng,132.568.743.164,106.856.248.004,132568743164.0,106856248004.0
Công ty Cổ phần Năng lượng Hanwha - BCGBăng Dương,Công ty Cổ phần Năng lượng Hanwha - BCGBăng Dương,Công ty Cổ phần Năng lượng Hanwha - BCGBăng Dương,74.005.473.583,107.857.590.257,74005473583.0,107857590257.0
Tổng Công ty Điện lực Miền Bắc,Tổng Công ty Điện lực Miền Bắc,Tổng Công ty Điện lực Miền Bắc,71.446.815.248,134.982.321.012,71446815248.0,134982321012.0
Công ty Cổ phần Phát triển Tầm nhìn Năng lượng sạch,Công ty Cổ phần Phát triển Tầm nhìn Năng lượng sạch,Công ty Cổ phần Phát triển Tầm nhìn Năng lượng sạch,29.070.558.738,101.453.631.016,29070558738.0,101453631016.0
Công ty Cổ phần Cơ khí Xây dựng AMEC,Công ty Cổ phần Cơ khí Xây dựng AMEC,Công ty Cổ phần Cơ khí Xây dựng AMEC,-,108.132.656.568,,108132656568.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,1.316.798.669.185,997.165.049.953,1316798669185.0,997165049953.0
,,,2.288.896.283.193,1.634.984.030.338,2288896283193.0,1634984030338.0
