row_label_raw,row_label_full,Lợi nhuận thuần trong năm (VND),2021 > 695.020.247.248,2020 > Đã điều chỉnh lại > 512.806.303.331,numeric__2021 > 695.020.247.248,numeric__2020 > Đã điều chỉnh lại > 512.806.303.331
"Số phân bổ vào quỹ khen thưởng, phúc lợi ước tính (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi ước tính (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi ước tính (VND) (*)",(38.932.069.415),(38.932.069.415),-38932069415.0,-38932069415.0
Lợi nhuận thuần thuộc về cổ đông phổ thông (VND),Lợi nhuận thuần thuộc về cổ đông phổ thông (VND),Lợi nhuận thuần thuộc về cổ đông phổ thông (VND),656.088.177.833,473.874.233.916,656088177833.0,473874233916.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),229.550.734,229.424.676,229550734.0,229424676.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),2.858,2.065,2858.0,2065.0
