row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2021 VND,1/1/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__1/1/2021 VND
VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,6.280.836.042.239,4.769.526.002.313,400.0,,6280836042239.0,4769526002313.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,29,6.280.836.042.239,4.769.526.002.313,410.0,29.0,6280836042239.0,4769526002313.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,30,2.351.596.490.000,1.911.881.590.000,411.0,30.0,2351596490000.0,1911881590000.0
- Cổ phiếu phổ thông cỏ quyền biểu quyết,- Cổ phiếu phổ thông cỏ quyền biểu quyết,- Cổ phiếu phổ thông cỏ quyền biểu quyết,411a,,2.351.596.490.000,1.911.881.590.000,,,2351596490000.0,1911881590000.0
Thắng dư vốn cổ phần,Thắng dư vốn cổ phần,Thắng dư vốn cổ phần,412,,711.136.556.786,711.136.556.786,412.0,,711136556786.0,711136556786.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,22.906.800.000,22.906.800.000,414.0,,22906800000.0,22906800000.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,415,,-,(4.320.000),415.0,,,-4320000.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,708.285.511,708.285.511,416.0,,708285511.0,708285511.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,244.289.305.040,166.923.134.253,418.0,,244289305040.0,166923134253.0
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,420,,65.313.759.426,65.266.052.360,420.0,,65313759426.0,65266052360.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,1.305.280.035.901,1.108.616.654.270,421.0,,1305280035901.0,1108616654270.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,610.259.788.653,516.324.575.071,,,610259788653.0,516324575071.0
- LNST năm nay,- LNST năm nay,- LNST năm nay,421b,,695.020.247.248,592.292.079.199,,,695020247248.0,592292079199.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,1.579.604.809.575,782.091.249.133,429.0,,1579604809575.0,782091249133.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,18.687.035.417.527,10.721.668.093.118,440.0,,18687035417527.0,10721668093118.0
