row_label_raw,row_label_full,Thuế giá trị gia tăng (*),1/1/2021 > Số phải thu VND > -,1/1/2021 > Số phải nộp VND > 48.999.915.393,1/1/2021 > Số phải nộp trong năm VND > 407.309.538.023,1/1/2021 > Số đã nộp/ bù trừ trong năm VND > (427.320.143.875),Tăng phải thu do mua công ty con VND > (200.531.098),31/12/2021 > Số phải thu VND > 92.100.000,31/12/2021 > Số phải nộp VND > 28.880.878.443,numeric__1/1/2021 > Số phải thu VND > -,numeric__1/1/2021 > Số phải nộp VND > 48.999.915.393,numeric__1/1/2021 > Số phải nộp trong năm VND > 407.309.538.023,numeric__1/1/2021 > Số đã nộp/ bù trừ trong năm VND > (427.320.143.875),numeric__Tăng phải thu do mua công ty con VND > (200.531.098),numeric__31/12/2021 > Số phải thu VND > 92.100.000,numeric__31/12/2021 > Số phải nộp VND > 28.880.878.443
"Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu",-,-,761.924.668,(2.114.924.668),-,1.353.000.000,-,,,761924668.0,-2114924668.0,,1353000000.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,122.678.842,91.633.391.147,66.688.019.076,(136.603.949.376),(1.732.906),1.043.518.596,22.636.567.695,122678842.0,91633391147.0,66688019076.0,-136603949376.0,-1732906.0,1043518596.0,22636567695.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,573.696.965,12.542.372.909,(12.489.390.975),-,104.432.520,731.111.419,,573696965.0,12542372909.0,-12489390975.0,,104432520.0,731111419.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,1.660.464.742,47.787.196.393,(47.334.738.920),-,-,2.112.922.215,,1660464742.0,47787196393.0,-47334738920.0,,,2112922215.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",299.103.572,-,5.541.467.988,(6.068.398.128),-,826.033.712,-,299103572.0,,5541467988.0,-6068398128.0,,826033712.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,183.695,34.469.305,6.045.304.750,(5.943.555.465),-,-,136.034.895,183695.0,34469305.0,6045304750.0,-5943555465.0,,,136034895.0
"Phí, lệ phí và các khoản khác","Phí, lệ phí và các khoản khác","Phí, lệ phí và các khoản khác",-,3.464.343.418,18.862.908.747,(18.949.302.519),-,-,3.377.949.646,,3464343418.0,18862908747.0,-18949302519.0,,,3377949646.0
,,,421.966.109,146.366.280.970,565.538.732.554,(656.824.403.926),(202.264.004),3.419.084.828,57.875.464.313,421966109.0,146366280970.0,565538732554.0,-656824403926.0,-202264004.0,3419084828.0,57875464313.0
