row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí sửa chữa tài sản VND,Tiền thuê đất trả trước VND,Chi phí giải phóng mặt bằng của các nhà máy thủy diện (*) VND,Chi phí giải phóng mặt bằng của các nhà máy diện gió VND,Quyền sử dụng khu đất 120 Định Công VND,Chi phí thuê hạ tầng VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí sửa chữa tài sản VND,numeric__Tiền thuê đất trả trước VND,numeric__Chi phí giải phóng mặt bằng của các nhà máy thủy diện (*) VND,numeric__Chi phí giải phóng mặt bằng của các nhà máy diện gió VND,numeric__Quyền sử dụng khu đất 120 Định Công VND,numeric__Chi phí thuê hạ tầng VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.382.167.502,4.252.155.940,2.806.530.165,124.044.228.976,-,-,-,921.863.903,136.406.946.486,4382167502.0,4252155940.0,2806530165.0,124044228976.0,,,,921863903.0,136406946486.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,5.975.428.287,8.215.417.396,-,-,-,-,37.493.636.364,9.802.674.819,61.487.156.866,5975428287.0,8215417396.0,,,,,37493636364.0,9802674819.0,61487156866.0
Tăng do chuyển công ty liên kết thành công ty con,Tăng do chuyển công ty liên kết thành công ty con,Tăng do chuyển công ty liên kết thành công ty con,-,-,353.720.477,-,-,-,-,-,353.720.477,,,353720477.0,,,,,,353720477.0
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,-,-,-,-,-,202.549.187.157,-,-,202.549.187.157,,,,,,202549187157.0,,,202549187157.0
Chuyển sang từ xây dựng cơ bản đó đang,Chuyển sang từ xây dựng cơ bản đó đang,Chuyển sang từ xây dựng cơ bản đó đang,22.834.500,-,241.969.000,-,12.512.568.000,-,-,-,12.777.371.500,22834500.0,,241969000.0,,12512568000.0,,,,12777371500.0
"Thanh lý, xóa số","Thanh lý, xóa số","Thanh lý, xóa số",(29.187.097),-,-,-,-,-,-,(1.677.493.379),(1.706.680.476),-29187097.0,,,,,,,-1677493379.0,-1706680476.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(4.204.380.795),(2.446.719.154),(62.898.018),(1.724.777.355),-,(1.519.118.905),(261.085.824),(1.309.090.064),(11.528.070.115),-4204380795.0,-2446719154.0,-62898018.0,-1724777355.0,,-1519118905.0,-261085824.0,-1309090064.0,-11528070115.0
Khác,Khác,Khác,491.207.738,(42.627.649),-,-,-,-,-,-,448.580.089,491207738.0,-42627649.0,,,,,,,448580089.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,6.638.070.135,9.978.226.533,3.339.321.624,122.319.451.621,12.512.568.000,201.030.068.252,37.232.550.540,7.737.955.279,400.788.211.984,6638070135.0,9978226533.0,3339321624.0,122319451621.0,12512568000.0,201030068252.0,37232550540.0,7737955279.0,400788211984.0
