row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
100,100,100,A. TÀI SẢN NGÁN HẠN,,2.913.753.658.322,2.203.990.476.359,,,2913753658322.0,2203990476359.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,501.354.767.582,547.305.862.333,,3.0,501354767582.0,547305862333.0
111,111,111,1. Tiền,,406.897.206.358,487.883.934.873,,,406897206358.0,487883934873.0
112,112,112,2. Các khoản tương đương tiền,,94.457.561.224,59.421.927.460,,,94457561224.0,59421927460.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,115.642.558.147,29.603.718.147,,4.0,115642558147.0,29603718147.0
121,121,121,1. Chứng khoán kinh doanh,,29.612.080.737,29.612.080.737,,,29612080737.0,29612080737.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(1.969.522.590),(3.008.362.590),,,-1969522590.0,-3008362590.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,88.000.000.000,3.000.000.000,,,88000000000.0,3000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.638.231.759.193,1.075.587.900.879,,,1638231759193.0,1075587900879.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,533.283.391.580,401.975.302.635,,5.0,533283391580.0,401975302635.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,259.909.502.003,108.033.034.393,,6.0,259909502003.0,108033034393.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,89.350.000.000,18.841.300.000,,7.0,89350000000.0,18841300000.0
136,136,136,4. Phải thu ngắn hạn khác,8,759.249.700.038,548.065.049.493,,8.0,759249700038.0,548065049493.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(3.560.834.428),(1.326.785.642),,,-3560834428.0,-1326785642.0
140,140,140,IV. Hàng tồn kho,10,593.133.789.900,502.693.308.797,,10.0,593133789900.0,502693308797.0
141,141,141,1. Hàng tồn kho,,593.133.789.900,502.693.308.797,,,593133789900.0,502693308797.0
150,150,150,V. Tài sản ngắn hạn khác,,65.390.783.500,48.799.686.203,,,65390783500.0,48799686203.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,6.324.184.159,6.167.337.042,,15.0,6324184159.0,6167337042.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,58.787.536.003,42.250.064.383,,,58787536003.0,42250064383.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,279.063.338,382.284.778,,19.0,279063338.0,382284778.0
