row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,,,,
Các khoản vay,Tại ngày 31/12/2025 > Các khoản vay,Các khoản vay,1.292.451.954.831,387.300.000.000,-,1.679.751.954.831,1292451954831.0,387300000000.0,,1679751954831.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2025 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",145.618.076.260,10.594.905.051,-,156.212.981.311,145618076260.0,10594905051.0,,156212981311.0
Chi phí phải trả,Tại ngày 31/12/2025 > Chi phí phải trả,Chi phí phải trả,57.191.592.770,-,-,57.191.592.770,57191592770.0,,,57191592770.0
,,,1.495.261.623.861,397.894.905.051,-,1.893.156.528.912,1495261623861.0,397894905051.0,,1893156528912.0
Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,,,,
Các khoản vay,Tại ngày 01/01/2025 > Các khoản vay,Các khoản vay,1.037.278.982.982,184.560.000.000,-,1.221.838.982.982,1037278982982.0,184560000000.0,,1221838982982.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2025 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",160.542.290.545,19.094.994.552,-,179.637.285.097,160542290545.0,19094994552.0,,179637285097.0
Chi phí phải trả,Tại ngày 01/01/2025 > Chi phí phải trả,Chi phí phải trả,53.090.130.257,-,-,53.090.130.257,53090130257.0,,,53090130257.0
,,,1.250.911.403.784,203.654.994.552,-,1.454.566.398.336,1250911403784.0,203654994552.0,,1454566398336.0
