row_label_raw,row_label_full,Phân phối lợi nhuận,Phân phối lợi nhuận_1,Tại Công ty mẹ,Các công ty con phân phối cho,Các công ty con phân phối cho_1,numeric__Phân phối lợi nhuận_1,numeric__Tại Công ty mẹ,numeric__Các công ty con phân phối cho,numeric__Các công ty con phân phối cho_1
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,Tại Công ty mẹ,Công ty mẹ,Cổ đông không kiểm soát,,,,
,,,,VND,VND,VND,,,,
-,Phân phối lợi nhuận > -,-,"Trích Quỹ khen thưởng, phúc lợi",843.403.021,7.506.502.832,425.065.254,,843403021.0,7506502832.0,425065254.0
-,Phân phối lợi nhuận > -,-,Trích thường vượt lợi nhuận,-,2.099.168.375,747.161.625,,,2099168375.0,747161625.0
-,Phân phối lợi nhuận > -,-,Chi trả cổ tức,-,63.222.887.500,9.138.112.500,,,63222887500.0,9138112500.0
