row_label_raw,row_label_full,col_0,col_1,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
a),a),a),Ngắn hạn,VND,VND,VND,VND,,,,,
,,,Bên liên quan,2.043.700.200,2.043.700.200,1.363.569.832,1.363.569.832,,2043700200.0,2043700200.0,1363569832.0,1363569832.0
,,,- Công ty Cổ phần Đầu tư Infinity Group,2.000.000.000,2.000.000.000,1.363.569.832,1.363.569.832,,2000000000.0,2000000000.0,1363569832.0,1363569832.0
,,,- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,43.700.200,43.700.200,-,-,,43700200.0,43700200.0,,
,,,Bên khác,87.349.219.380,87.349.219.380,80.498.364.535,80.498.364.535,,87349219380.0,87349219380.0,80498364535.0,80498364535.0
,,,- Công ty TNHH MTV Tổng Công ty Sản xuất Thiết bị Viettel,36.359.970.632,36.359.970.632,20.312.629.782,20.312.629.782,,36359970632.0,36359970632.0,20312629782.0,20312629782.0
,,,- Công ty Cổ phần Năng lượng An Việt Phát,9.289.373.880,9.289.373.880,-,-,,9289373880.0,9289373880.0,,
,,,"- Huangshi Shengxiang Copper Co., Ltd",6.303.430.518,6.303.430.518,-,-,,6303430518.0,6303430518.0,,
,,,- Teijin Corporation (Thailand) Limited,2.967.074.874,2.967.074.874,3.517.642.708,3.517.642.708,,2967074874.0,2967074874.0,3517642708.0,3517642708.0
,,,- Công ty TNHH Thương mại Dịch vụ Năng lượng mới Đồng Nai,-,-,11.745.800.000,11.745.800.000,,,,11745800000.0,11745800000.0
,,,- Trafigura Pte Ltd,-,-,11.056.983.432,11.056.983.432,,,,11056983432.0,11056983432.0
,,,- Borouse Pte Ltd,-,-,3.318.798.791,3.318.798.791,,,,3318798791.0,3318798791.0
,,,- Chi nhánh Công ty Cổ phần Thiết bị Bưu điện Miền Bắc,-,-,3.194.634.870,3.194.634.870,,,,3194634870.0,3194634870.0
,,,- Các khách hàng khác,32.429.369.476,32.429.369.476,27.351.874.952,27.351.874.952,,32429369476.0,32429369476.0,27351874952.0,27351874952.0
,,,,89.392.919.580,89.392.919.580,81.861.934.367,81.861.934.367,,89392919580.0,89392919580.0,81861934367.0,81861934367.0
