row_label_raw,row_label_full,col_0,Chức vụ,Năm 2025,Năm 2024,numeric__Chức vụ,numeric__Năm 2025,numeric__Năm 2024
,,,Chức vụ,VND,VND,,,
Thu nhập và thù lao của người quản lý chủ chốt,Thu nhập và thù lao của người quản lý chủ chốt,Thu nhập và thù lao của người quản lý chủ chốt,Thu nhập và thù lao của người quản lý chủ chốt,5.793.652.584,4.537.048.277,,5793652584.0,4537048277.0
Ông Trần Việt Anh,Ông Trần Việt Anh,Ông Trần Việt Anh,Chủ tịch HĐQT,888.888.888,1.654.678.830,,888888888.0,1654678830.0
Ông Lê Nguyễn Minh Quang,Ông Lê Nguyễn Minh Quang,Ông Lê Nguyễn Minh Quang,Phó Chủ tịch HĐQT(Bổ nhiệm ngày 22/04/2025),320.000.000,-,,320000000.0,
Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Thành viên HĐQT(Giữ chức danh Phó Chủ tịch đến ngày 22/04/2025),355.200.000,465.600.000,,355200000.0,465600000.0
Ông Hoàng Lê Sơn,Ông Hoàng Lê Sơn,Ông Hoàng Lê Sơn,Thành viên HĐQT/ Chủ tịch UBKT(Miễn nhiệm Chủ tịch UBKT ngày 20/01/2026),480.000.000,480.000.000,,480000000.0,480000000.0
Ông Bùi Quang Bách,Ông Bùi Quang Bách,Ông Bùi Quang Bách,Thành viên HĐQTChủ tịch UBKT tạm thời(Bổ nhiệm ngày 20/01/2026)Thành viên UBKT(Đến ngày 20/01/2026),288.000.000,264.000.000,,288000000.0,264000000.0
Ông Phạm Hồng Điệp,Ông Phạm Hồng Điệp,Ông Phạm Hồng Điệp,Thành viên HĐQT(Miễn nhiệm ngày 22/04/2025),40.000.000,120.000.000,,40000000.0,120000000.0
Ông Trần Quang Khang,Ông Trần Quang Khang,Ông Trần Quang Khang,Tổng Giám đốc,2.581.563.696,712.769.447,,2581563696.0,712769447.0
Bà Võ Nữ Từ Anh,Bà Võ Nữ Từ Anh,Bà Võ Nữ Từ Anh,Kế toán trưởng,840.000.000,840.000.000,,840000000.0,840000000.0
