row_label_raw,row_label_full,col_0,col_1,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,Trong năm > Tăng,Trong năm > Giảm,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,numeric__col_1,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),Bên liên quan,-,-,75.000.000.000,12.500.000.000,62.500.000.000,-,,,,75000000000.0,12500000000.0,62500000000.0,
a),a) > a),a),- Công ty Cổ phần Phú Hữu Gia\( ^{(1)} \),-,-,75.000.000.000,12.500.000.000,62.500.000.000,-,,,,75000000000.0,12500000000.0,62500000000.0,
a),a) > a),a),Bên khác,18.841.300.000,-,26.850.000.000,18.841.300.000,26.850.000.000,-,,18841300000.0,,26850000000.0,18841300000.0,26850000000.0,
a),a) > a),a),- Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,18.841.300.000,-,-,18.841.300.000,-,-,,18841300000.0,,,18841300000.0,,
a),a) > a),a),- Công ty Cổ phần SAM Nông nghiệp Công nghệ cao\( ^{(2)} \),-,-,26.850.000.000,-,26.850.000.000,-,,,,26850000000.0,,26850000000.0,
a),a) > a),a),,18.841.300.000,-,101.850.000.000,31.341.300.000,89.350.000.000,-,,18841300000.0,,101850000000.0,31341300000.0,89350000000.0,
b),b),b),Dài hạn - Bên liên quan,,,,,,,,,,,,,
b),b) > b),b),- Công ty Cổ phần Phú Hữu Gia\( ^{(3)} \),100.000.000.000,-,47.000.000.000,-,147.000.000.000,-,,100000000000.0,,47000000000.0,,147000000000.0,
b),b) > b),b),,100.000.000.000,-,47.000.000.000,-,147.000.000.000,-,,100000000000.0,,47000000000.0,,147000000000.0,
b),b),b),Thông tin chi tiết về các khoản cho vay:,Thông tin chi tiết về các khoản cho vay:,Thông tin chi tiết về các khoản cho vay:,Thông tin chi tiết về các khoản cho vay:,Thông tin chi tiết về các khoản cho vay:,Thông tin chi tiết về các khoản cho vay:,Thông tin chi tiết về các khoản cho vay:,,,,,,,
b),b),b),Ngắn hạn,Hợp đồng,Loại tiền,Lãi suất,Thời hạn,Hình thức bảo đảm,31/12/2025,,,,,,,
b),b),b),Bên liên quan,,,,,,VND,,,,,,,
b),b) > b),b),\( ^{(1)} \) Công ty Cổ phần Phú Hữu Gia,Hợp đồng cho vay số 01.2025/HĐVV/NTN-PHG ngày 06/10/2025,VND,"6,5%/năm",12 tháng,Tín chấp,62.500.000.000,,,,,,,62500000000.0
b),b),b),Bên khác,,,,,,,,,,,,,
b),b) > b),b),\( ^{(2)} \) Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,Hợp đồng cho vay vốn số 30.12/2025/HĐVV/CQN-SAM ngày 30/12/2025,VND,"6,8%/năm",12 tháng,Tín chấp,26.850.000.000,,,,,,,26850000000.0
b),b),b),Dài hạn - Bên liên quan,,,,,,,,,,,,,
b),b) > b),b),\( ^{(3)} \) Công ty Cổ phần Phú Hữu Gia,Hợp đồng cho vay số 01/2024/STL-PHG/HĐVV ngày 16/09/2024 và Phụ lục số 01/2025/PLHDVV/STL-PHG ngày 10/03/2025,VND,"6,8%/năm",36 tháng,Tín chấp,147.000.000.000,,,,,,,147000000000.0
b),b) > b),b),,,,,,,236.350.000.000,,,,,,,236350000000.0
