row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 > VND,Năm 2024 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 > VND,numeric__Năm 2024 > VND
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,135.666.915.372,110.603.745.182,,,135666915372.0,110603745182.0
,,,2. Điều chỉnh cho các khoản,,,,,,,
02,02,02,1. Khấu hao tài sản cố định và bất động sản đầu tư,,35.807.378.914,41.328.450.865,,,35807378914.0,41328450865.0
03,03,03,2. Các khoản dự phòng,,4.437.496.396,7.585.004.752,,,4437496396.0,7585004752.0
04,04,04,"3. Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(104.414.133),(354.995.381),,,-104414133.0,-354995381.0
05,05,05,"4. Lãi, lỗ từ hoạt động đầu tư",,(69.006.023.031),(100.376.358.265),,,-69006023031.0,-100376358265.0
06,06,06,5. Chi phí lãi vay,,79.312.731.951,62.607.188.014,,,79312731951.0,62607188014.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,186.114.085.469,121.393.035.167,,,186114085469.0,121393035167.0
09,09,09,"1. Tăng, giảm các khoản phải thu",,(508.472.301.474),41.685.469.336,,,-508472301474.0,41685469336.0
10,10,10,"2. Tăng, giảm hàng tồn kho",,(167.913.090.699),(14.605.956.754),,,-167913090699.0,-14605956754.0
11,11,11,"3. Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,229.385.844.507,(271.466.383.278),,,229385844507.0,-271466383278.0
12,12,12,"4. Tăng, giảm chi phí trả trước",,5.163.747.645,3.788.271.504,,,5163747645.0,3788271504.0
14,14,14,5. Tiền lãi vay đã trả,,(65.601.889.079),(68.040.398.659),,,-65601889079.0,-68040398659.0
15,15,15,6. Thuế thu nhập doanh nghiệp đã nộp,,(28.261.842.150),(21.235.349.182),,,-28261842150.0,-21235349182.0
17,17,17,7. Tiền chi khác cho hoạt động kinh doanh,,(9.778.336.409),(7.708.478.097),,,-9778336409.0,-7708478097.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(359.363.782.190),(216.189.789.963),,,-359363782190.0,-216189789963.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(9.640.821.998),(37.191.079.554),,,-9640821998.0,-37191079554.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,164.178.131,679.608.420,,,164178131.0,679608420.0
23,23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(605.850.000.000),(111.165.000.000),,,-605850000000.0,-111165000000.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,403.341.300.000,94.471.000.000,,,403341300000.0,94471000000.0
25,25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(55.000.000.000),(1.261.260.000),,,-55000000000.0,-1261260000.0
26,26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,120.029.000.000,193.541.711.609,,,120029000000.0,193541711609.0
27,27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,7.049.274.880,36.861.414.894,,,7049274880.0,36861414894.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(139.907.068.987),175.936.395.369,,,-139907068987.0,175936395369.0
