row_label_raw,row_label_full,col_0,Cáp và vật liệuviễn thông,Xây dựng và kinhdoanh bất động sản,Đầu tư tài chính vàlĩnh vực khác,Tổng cộng toàndoanh nghiệp,numeric__Cáp và vật liệuviễn thông,numeric__Xây dựng và kinhdoanh bất động sản,numeric__Đầu tư tài chính vàlĩnh vực khác,numeric__Tổng cộng toàndoanh nghiệp
,,,VND,VND,VND,VND,,,,
Doanh thu thuần từbán hàng ra bên ngoài,Doanh thu thuần từbán hàng ra bên ngoài,Doanh thu thuần từbán hàng ra bên ngoài,5.934.894.370.458,78.890.352.480,112.223.651.982,6.126.008.374.920,5934894370458.0,78890352480.0,112223651982.0,6126008374920.0
Lợi nhuận từ hoạt động kinhdoanh,Lợi nhuận từ hoạt động kinhdoanh,Lợi nhuận từ hoạt động kinhdoanh,146.399.082.848,48.399.294.565,14.192.665.220,208.991.042.633,146399082848.0,48399294565.0,14192665220.0,208991042633.0
Tổng chi phí mua tài sản cố định,Tổng chi phí mua tài sản cố định,Tổng chi phí mua tài sản cố định,355.137.221,-,13.488.693.941,13.843.831.162,355137221.0,,13488693941.0,13843831162.0
Tài sản bộ phận trực tiếp,Tài sản bộ phận trực tiếp,Tài sản bộ phận trực tiếp,1.852.791.357.215,1.012.131.126.895,4.305.708.765.977,7.170.631.250.087,1852791357215.0,1012131126895.0,4305708765977.0,7170631250087.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,1.852.791.357.215,1.012.131.126.895,4.305.708.765.977,7.170.631.250.087,1852791357215.0,1012131126895.0,4305708765977.0,7170631250087.0
Nợ phải trả bộ phận trực tiếp,Nợ phải trả bộ phận trực tiếp,Nợ phải trả bộ phận trực tiếp,1.319.820.624.026,132.799.494.684,899.188.730.687,2.351.808.849.397,1319820624026.0,132799494684.0,899188730687.0,2351808849397.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,-,-,-,53.815.118.572,,,,53815118572.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,1.319.820.624.026,132.799.494.684,899.188.730.687,2.405.623.967.969,1319820624026.0,132799494684.0,899188730687.0,2405623967969.0
