row_label_raw,row_label_full,Mối quan hệ,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
Mối quan hệ,Mối quan hệ,Mối quan hệ,Gốc,Lãi,Gốc,Lãi,,,,
Mối quan hệ,Mối quan hệ,Mối quan hệ,VND,VND,VND,VND,,,,
Công ty liên kết,Mối quan hệ > Công ty liên kết,Công ty liên kết,193.000.000.000,8.936.901.261,84.560.000.000,44.372.160,193000000000.0,8936901261.0,84560000000.0,44372160.0
Bên liên quan khác,Mối quan hệ > Bên liên quan khác,Bên liên quan khác,112.000.000.000,50.544.087.415,117.000.000.000,46.963.760.004,112000000000.0,50544087415.0,117000000000.0,46963760004.0
,,,305.000.000.000,59.480.988.676,201.560.000.000,47.008.132.164,305000000000.0,59480988676.0,201560000000.0,47008132164.0
