row_label_raw,row_label_full,Hợp đồng,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức bảo đảm,31/12/2025,31/12/2025_1,numeric__Hạn mức,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Lãi suất,numeric__Hình thức bảo đảm,numeric__31/12/2025,numeric__31/12/2025_1
,,,,,,,,USD,VND,,,,,,,
Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,Thông tin chi tiết liên quan đến các khoản vay ngắn hạn:,,,,,,,
(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,,,,,,,
- Hợp đồng Cấp tín dụng số 87/5475220/25-DN2/CTD ngày 15/12/2025,(1) Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > - Hợp đồng Cấp tín dụng số 87/5475220/25-DN2/CTD ngày 15/12/2025,- Hợp đồng Cấp tín dụng số 87/5475220/25-DN2/CTD ngày 15/12/2025,900.000.000.000 VND hoặc ngoại tệ tương đương,Đến hết ngày 15/12/2026,Quy định cụ thể trong các hợp đồng tín dụng,Theo từng giấy nhận nợ,Thế chấp tài sản là hàng hóa hình thành từ hợp đồng nhập khẩu của khách hàng,"111.053,46",382.048.999.248379.119.742.1342.929.257.114,,,,,,111053.46,3.820489992483791e+33
(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai,,,,,,,
- Hợp đồng cho vay hạn mức số 300155781/2025-HĐCVHM /NHCT680-SACOM ngày 04/06/2025,(2) Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Đồng Nai > - Hợp đồng cho vay hạn mức số 300155781/2025-HĐCVHM /NHCT680-SACOM ngày 04/06/2025,- Hợp đồng cho vay hạn mức số 300155781/2025-HĐCVHM /NHCT680-SACOM ngày 04/06/2025,450.000.000.000 VND hoặc USD tương đương,Đến hết ngày 04/06/2026,Bổ sung vốn lưu động phục vụ hoạt động sản xuất kinh doanh dãy cấp,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phần SAM Holdings.,"5.373.012,47",151.062.864.3559.338.914.435141.723.949.920,,,,,,5373012.47,1.510628643559339e+33
(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú,,,,,,,
- Hợp đồng tín dụng 360566.25.051.2410700.TD ngày 08/12/2025,(3) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phú > - Hợp đồng tín dụng 360566.25.051.2410700.TD ngày 08/12/2025,- Hợp đồng tín dụng 360566.25.051.2410700.TD ngày 08/12/2025,300.000.000.000 VND,Đến ngày 28/11/2026,"Bổ sung vốn lưu động, phát hành bảo lãnh và mở L/C phục vụ hoạt động sản xuất kinh doanh",Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phần SAM Holdings.,80.000.000.00080.000.000.000,,,,,,,8.00000000008e+21,
(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,,,,,,,
"- Thỏa thuận chung về tiện ích số VNM 151885 và bản sửa đổi số 06 số VNM 227008 ngày 09/01/2024, bản sửa đổi số 07 số VNM 607876 ngày 11/02/2025","(4) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai > - Thỏa thuận chung về tiện ích số VNM 151885 và bản sửa đổi số 06 số VNM 227008 ngày 09/01/2024, bản sửa đổi số 07 số VNM 607876 ngày 11/02/2025","- Thỏa thuận chung về tiện ích số VNM 151885 và bản sửa đổi số 06 số VNM 227008 ngày 09/01/2024, bản sửa đổi số 07 số VNM 607876 ngày 11/02/2025",5.000.000 USD hoặc VND tương đương,12 tháng,Tài trợ việc nhập khẩu và/hoặc mua trong nước nguyên vật liệu cho sản xuất,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phần SAM Holdings.,130.817.944.120130.817.944.120,,,,,,,1.3081794412013082e+23,
