row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Dược OPC,Công ty Cổ phần Dược OPC,Công ty Cổ phần Dược OPC,Ông Hoàng Lê Sơn là Chủ tịch Hội đồng quản trị,
Công ty Cổ phần Công nghệ Tài chính Encapital,Công ty Cổ phần Công nghệ Tài chính Encapital,Công ty Cổ phần Công nghệ Tài chính Encapital,Ông Hoàng Lê Sơn là Thành viên Hội đồng quản trị,
Công ty Cổ phần Chứng khoán Quốc Gia,Công ty Cổ phần Chứng khoán Quốc Gia,Công ty Cổ phần Chứng khoán Quốc Gia,Ông Bùi Quang Bách là thành viên Hội đồng quản trị,
Công ty Cổ phần Bảo hiểm Hùng Vương,Công ty Cổ phần Bảo hiểm Hùng Vương,Công ty Cổ phần Bảo hiểm Hùng Vương,Ông Bùi Quang Bách là thành viên Hội đồng quản trị,
Công ty Cổ phần Bất động sản Capella,Công ty Cổ phần Bất động sản Capella,Công ty Cổ phần Bất động sản Capella,Ông Bùi Quang Bách là thành viên Hội đồng quản trị,
Công ty Cổ phần Tasco,Công ty Cổ phần Tasco,Công ty Cổ phần Tasco,Ông Bùi Quang Bách là thành viên Hội đồng quản trị,
Công ty Cổ phần Đầu tư và Khoáng sản Vico Quảng Trị,Công ty Cổ phần Đầu tư và Khoáng sản Vico Quảng Trị,Công ty Cổ phần Đầu tư và Khoáng sản Vico Quảng Trị,Ông Trần Việt Anh là Chủ tịch Hội đồng quản trị,
Công ty TNHH Cát thạch anh Cao cấp Vico,Công ty TNHH Cát thạch anh Cao cấp Vico,Công ty TNHH Cát thạch anh Cao cấp Vico,Công ty con của Công ty Cổ phần Đầu tư và Khoáng sản Vico Quảng Trị,
Công ty Cổ phần Đầu tư Infinity Group,Công ty Cổ phần Đầu tư Infinity Group,Công ty Cổ phần Đầu tư Infinity Group,Ông Phương Xuân Thụy là Chủ tịch HĐQT kiểm Tổng Giám đốc,
Công ty Cổ phần Công viên nước Đầm Sen,Công ty Cổ phần Công viên nước Đầm Sen,Công ty Cổ phần Công viên nước Đầm Sen,Ông Trần Việt Anh là Chủ tịch Hội đồng quản trị và Ông Phương Xuân Thụy là Thành viên Hội đồng quản trị,
Công ty Cổ phần SJ Group,Công ty Cổ phần SJ Group,Công ty Cổ phần SJ Group,Ông Bùi Quang Bách là Chủ tịch Hội đồng quản trị và Ông Phương Xuân Thụy là Phó Chủ tịch Hội đồng quản trị,
Công ty Cổ phần Shinec,Công ty Cổ phần Shinec,Công ty Cổ phần Shinec,Ông Phạm Hồng Diệp là Chủ tịch Hội đồng quản trị,
Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương -CTCP,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương -CTCP,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương -CTCP,Ông Trần Việt Anh là Thành viên Hội đồng quản trị,
Công ty Cổ phần Capella Group,Công ty Cổ phần Capella Group,Công ty Cổ phần Capella Group,Ông Lê Nguyễn Minh Quang là Tổng Giám đốc đến ngày 11/07/2025,
"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và Ủy ban kiểm toán","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và Ủy ban kiểm toán","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc và Ủy ban kiểm toán",Các thành viên quản lý chủ chốt,
