row_label_raw,row_label_full,col_0,col_1,Tại ngày đầu năm VND,Tăng VND,Giảm VND,Phân loại lại VND,Tại ngày cuối năm VND,numeric__col_1,numeric__Tại ngày đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Phân loại lại VND,numeric__Tại ngày cuối năm VND
17,17,17,CÁC KHOÀN VAY (tiếp theo),,,,,Mẫu số B 09 – DN,,,,,,
(b),(b),(b),Dài hạn,,,,,,,,,,,
,,,Vay ngân hàng (*),1.095.800.000.000,-,(13.300.000.000),(77.400.000.000),1.005.100.000.000,,1095800000000.0,,-13300000000.0,-77400000000.0,1005100000000.0
,,,Trái phiếu phát hành (**),455.000.000.000,1.500.000.000.000,(700.000.000.000),(30.000.000.000),1.225.000.000.000,,455000000000.0,1500000000000.0,-700000000000.0,-30000000000.0,1225000000000.0
,,,Chi phí phát hành trái phiếu,(4.738.277.779),(29.255.000.000),18.345.177.782,-,(15.648.099.997),,-4738277779.0,-29255000000.0,18345177782.0,,-15648099997.0
,,,Khác,24.279.999,-,(2.124.000),(22.155.999),-,,24279999.0,,-2124000.0,-22155999.0,
,,,,1.546.086.002.220,1.470.745.000.000,(694.956.946.218),(107.422.155.999),2.214.451.900.003,,1546086002220.0,1470745000000.0,-694956946218.0,-107422155999.0,2214451900003.0
