row_label_raw,row_label_full,Số dư đầu năm > Trích từ LNST chưa phân phối(Thuyết minh 20),Số cuối năm VND > 14.773.092.922 > 11.537.182.777,Số đầu năm VND > 15.467.522.516 > 15.028.235.217,numeric__Số cuối năm VND > 14.773.092.922 > 11.537.182.777,numeric__Số đầu năm VND > 15.467.522.516 > 15.028.235.217
Trả,Trả,Trả,(13.075.370.520),(15.722.664.811),-13075370520.0,-15722664811.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,13.234.905.179,14.773.092.922,13234905179.0,14773092922.0
