row_label_raw,row_label_full,col_0,Tỷ lệ sở hữu trên vốn điều lệ,numeric__Tỷ lệ sở hữu trên vốn điều lệ
Công ty TNHH Một Thành viên Điện Mặt trời Phong Điền (i),Công ty TNHH Một Thành viên Điện Mặt trời Phong Điền (i),Công ty TNHH Một Thành viên Điện Mặt trời Phong Điền (i),100%,1.0
Công ty Có phần Năng lượng Tái tạo Tân Thành (ii),Công ty Có phần Năng lượng Tái tạo Tân Thành (ii),Công ty Có phần Năng lượng Tái tạo Tân Thành (ii),"99,9%",0.9990000000000001
Công ty Có phần Năng lượng Tái tạo Tiền Giang (iii),Công ty Có phần Năng lượng Tái tạo Tiền Giang (iii),Công ty Có phần Năng lượng Tái tạo Tiền Giang (iii),"99,9%",0.9990000000000001
Công ty Có phần Năng lượng Xanh Cà Mau (iv),Công ty Có phần Năng lượng Xanh Cà Mau (iv),Công ty Có phần Năng lượng Xanh Cà Mau (iv),"99,9%",0.9990000000000001
