row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,635.796.849.304,931.998.898.694,,,635796849304.0,931998898694.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,22,635.796.849.304,931.998.898.694,,22.0,635796849304.0,931998898694.0
11,02 > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,23,298.782.269.023,557.246.476.007,,23.0,298782269023.0,557246476007.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,337.014.580.281,374.752.422.687,,,337014580281.0,374752422687.0
21,02 > 21,21,Doanh thu hoạt động tài chính,24,175.642.302.857,171.462.138.343,,24.0,175642302857.0,171462138343.0
22,02 > 22,22,Chi phí tài chính,25,261.148.851.868,196.916.380.019,,25.0,261148851868.0,196916380019.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,25,198.450.277.226,191.499.694.983,,25.0,198450277226.0,191499694983.0
25,02 > 25,25,Chi phí bán hàng,,431.199.850,1.202.335.753,,,431199850.0,1202335753.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,26,87.544.667.701,93.061.233.164,,26.0,87544667701.0,93061233164.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,163.532.163.719,255.034.612.094,,,163532163719.0,255034612094.0
31,02 > 31,31,Thu nhập khác,,88.983.862.864,3.375.750.586,,,88983862864.0,3375750586.0
32,02 > 32,32,Chi phí khác,,3.719.672.996,141.630.237,,,3719672996.0,141630237.0
40,02 > 40,40,Lợi nhuận khác (40 = 31 - 32),27,85.264.189.868,3.234.120.349,,27.0,85264189868.0,3234120349.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,248.796.353.587,258.268.732.443,,,248796353587.0,258268732443.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,28,18.052.698.036,4.367.442.900,,28.0,18052698036.0,4367442900.0
52,02 > 52,52,Thuế TNDN hoãn lại,28,-,-,,28.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51),,230.743.655.551,253.901.289.543,,,230743655551.0,253901289543.0
