row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRÀ,,2.690.831.458.906,2.085.941.337.931,,,2690831458906.0,2085941337931.0
310,310,310,Nợ ngắn hạn,,473.213.322.248,536.578.034.448,,,473213322248.0,536578034448.0
311,311,311,Phải trả người bán ngắn hạn,13,16.875.325.845,81.115.479.429,,13.0,16875325845.0,81115479429.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.122.310.000,1.967.926.670,,,1122310000.0,1967926670.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14,42.044.413.715,22.621.636.098,,14.0,42044413715.0,22621636098.0
315,315,315,Chỉ phí phải trả ngắn hạn,15,23.603.332.383,9.563.993.853,,15.0,23603332383.0,9563993853.0
319,319,319,Phải trả ngắn hạn khác,16,185.830.933.142,5.983.284.423,,16.0,185830933142.0,5983284423.0
320,320,320,Vay ngắn hạn,17(a),190.502.101.984,400.552.621.053,,,190502101984.0,400552621053.0
322,322,322,"Quỹ khen thưởng, phúc lợi",18,13.234.905.179,14.773.092.922,,18.0,13234905179.0,14773092922.0
330,330,330,Nợ dài hạn,,2.217.618.136.658,1.549.363.303.483,,,2217618136658.0,1549363303483.0
338,338,338,Vay dài hạn,17(b),2.214.451.900.003,1.546.086.002.220,,,2214451900003.0,1546086002220.0
342,342,342,Dự phòng phải trả dài hạn,,2.994.424.750,2.994.424.750,,,2994424750.0,2994424750.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,171.811.905,282.876.513,,,171811905.0,282876513.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.414.457.275.571,3.087.134.327.997,,,3414457275571.0,3087134327997.0
410,410,410,Vốn chủ sở hữu,,3.414.457.275.571,3.087.134.327.997,,,3414457275571.0,3087134327997.0
411,411,411,Vốn góp của chủ sở hữu,"19, 20",3.037.155.260.000,2.711.751.880.000,,,3037155260000.0,2711751880000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.037.155.260.000,2.711.751.880.000,,,3037155260000.0,2711751880000.0
412,412,412,Thặng dư vốn cổ phần,20,37.852.662.153,38.206.262.153,,20.0,37852662153.0,38206262153.0
418,418,418,Quỹ đầu tư phát triển,20,50.133.444.828,43.211.135.161,,20.0,50133444828.0,43211135161.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",20,289.315.908.590,293.965.050.683,,20.0,289315908590.0,293965050683.0
421a,421a,421a,- LNST chưa phân phối lũy kế củacác năm trước,,77.031.745.483,62.709.035.043,,,77031745483.0,62709035043.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,212.284.163.107,231.256.015.640,,,212284163107.0,231256015640.0
440,440,440,TỔNG NGUỒN VỐN,,6.105.288.734.477,5.173.075.665.928,,,6105288734477.0,5173075665928.0
