row_label_raw,row_label_full,col_0,Địa điểm,Lĩnh vực kinh doanh,numeric__Địa điểm,numeric__Lĩnh vực kinh doanh
a) Công ty con đang hoạt động,a) Công ty con đang hoạt động,a) Công ty con đang hoạt động,a) Công ty con đang hoạt động,a) Công ty con đang hoạt động,,
1. Công ty Cổ phần Thủy điện Gia Lai,1. Công ty Cổ phần Thủy điện Gia Lai,1. Công ty Cổ phần Thủy điện Gia Lai,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",,
2. Công ty TNHH Một Thành viên Thủy điện Thương Lộ,2. Công ty TNHH Một Thành viên Thủy điện Thương Lộ,2. Công ty TNHH Một Thành viên Thủy điện Thương Lộ,Tỉnh Thừa Thiên Huế,"Sản xuất, truyền tải và phân phối điện",,
3. Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,3. Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,3. Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Tỉnh Gia Lai,"Xây dựng các công trình thủy điện vừa và nhỏ, sản xuất bê tông và các sản phẩm từ xi măng và thạch cao",,
4. Công ty Cổ phần Điện TTC Tây Sơn – Bình Định,4. Công ty Cổ phần Điện TTC Tây Sơn – Bình Định,4. Công ty Cổ phần Điện TTC Tây Sơn – Bình Định,Tỉnh Bình Định,"Sản xuất, truyền tải và phân phối điện",,
5. Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,5. Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,5. Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Tỉnh Bình Định,"Sản xuất, truyền tải và phân phối điện",,
6. Công ty Cổ phần Điện TTC Đức Huệ - Long An,6. Công ty Cổ phần Điện TTC Đức Huệ - Long An,6. Công ty Cổ phần Điện TTC Đức Huệ - Long An,Tỉnh Long An,"Sản xuất, truyền tải và phân phối điện",,
7. Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,7. Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,7. Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,Tỉnh Long An,"Sản xuất, truyền tải và phân phối điện",,
8. Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,8. Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,8. Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Tỉnh Gia Lai,Hoạt động kiến trúc và tư vấn kỹ thuật,,
9. Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn,9. Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn,9. Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn,Tỉnh Đắk Nông,"Sản xuất, truyền tải và phân phối điện",,
10. Công ty Cổ phần Năng lượng VPL,10. Công ty Cổ phần Năng lượng VPL,10. Công ty Cổ phần Năng lượng VPL,Tỉnh Bến Tre,"Sản xuất, truyền tải và phân phối điện",,
11. Công ty Cổ phần Năng lượng Điện gió Tiền Giang,11. Công ty Cổ phần Năng lượng Điện gió Tiền Giang,11. Công ty Cổ phần Năng lượng Điện gió Tiền Giang,Tỉnh Tiền Giang,"Sản xuất, truyền tải và phân phối điện",,
12. Công ty Cổ phần Điện gió la Bang,12. Công ty Cổ phần Điện gió la Bang,12. Công ty Cổ phần Điện gió la Bang,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",,
13. Công ty Cổ phần Hợp tác Phát triển Năng lượng Tái tạo VI-JA,13. Công ty Cổ phần Hợp tác Phát triển Năng lượng Tái tạo VI-JA,13. Công ty Cổ phần Hợp tác Phát triển Năng lượng Tái tạo VI-JA,Thành phố Hồ Chí Minh,"Sản xuất, truyền tải và phân phối điện",,
14. Công ty Cổ phần Năng lượng Tái tạo Mới Số 1,14. Công ty Cổ phần Năng lượng Tái tạo Mới Số 1,14. Công ty Cổ phần Năng lượng Tái tạo Mới Số 1,Thành phố Hồ Chí Minh,"Sản xuất, truyền tải và phân phối điện",,
