row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Giá gốc VND,Ti lệ sở hữu (thực góp) %,Dự phòng VND,Giá gốc VND,Ti lệ sở hữu (thực góp) %,Dự phòng VND,,,,,,
Công ty Cổ phần Thủy điện Gia Lai (i) (*),Công ty Cổ phần Thủy điện Gia Lai (i) (*),Công ty Cổ phần Thủy điện Gia Lai (i) (*),544.162.584.932,"62,53",-,354.242.730.932,"60,59",-,544162584932.0,62.53,,354242730932.0,60.59,
Công ty TNHH Một thành viên Thủy điện Thương Lộ (**),Công ty TNHH Một thành viên Thủy điện Thương Lộ (**),Công ty TNHH Một thành viên Thủy điện Thương Lộ (**),81.206.201.240,"100,00",(739.799.182),81.206.201.240,"100,00",(3.698.825.355),81206201240.0,100.0,-739799182.0,81206201240.0,100.0,-3698825355.0
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai (**),Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai (**),Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai (**),17.197.314.737,"100,00",(3.990.586.284),17.197.314.737,"100,00",(1.419.668.839),17197314737.0,100.0,-3990586284.0,17197314737.0,100.0,-1419668839.0
Công ty Cổ phần Điện TTC Tây Sơn – Bình Định (**),Công ty Cổ phần Điện TTC Tây Sơn – Bình Định (**),Công ty Cổ phần Điện TTC Tây Sơn – Bình Định (**),2.550.000.000,"100,00",(55.354.058),2.550.000.000,"100,00",(28.799.559),2550000000.0,100.0,-55354058.0,2550000000.0,100.0,-28799559.0
Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định (**),Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định (**),Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định (**),2.550.000.000,"100,00",(180.513.152),2.550.000.000,"100,00",(134.183.932),2550000000.0,100.0,-180513152.0,2550000000.0,100.0,-134183932.0
Công ty Cổ phần Điện TTC Đức Huệ - Long An (**),Công ty Cổ phần Điện TTC Đức Huệ - Long An (**),Công ty Cổ phần Điện TTC Đức Huệ - Long An (**),426.296.000.000,"99,95",-,426.296.000.000,"99,95",-,426296000000.0,99.95,,426296000000.0,99.95,
Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An (ii) (**),Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An (ii) (**),Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An (ii) (**),371.199.520.000,"99,96",(2.600.513.434),165.240.000.000,"51,30",(1.304.128.689),371199520000.0,99.96,-2600513434.0,165240000000.0,51.3,-1304128689.0
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai (**),Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai (**),Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai (**),1.500.000.000,"100,00",-,1.500.000.000,"100,00",-,1500000000.0,100.0,,1500000000.0,100.0,
Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn (**),Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn (**),Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn (**),348.843.130.000,"99,96",-,348.843.130.000,"99,96",-,348843130000.0,99.96,,348843130000.0,99.96,
Công ty Cổ phần Năng lượng VPL (iii) (**),Công ty Cổ phần Năng lượng VPL (iii) (**),Công ty Cổ phần Năng lượng VPL (iii) (**),269.799.900.000,"64,24",-,199.799.900.000,"99,90",-,269799900000.0,64.24,,199799900000.0,99.9,
Công ty Cổ phần Năng lượng điện gió Tiền Giang (iv) (**),Công ty Cổ phần Năng lượng điện gió Tiền Giang (iv) (**),Công ty Cổ phần Năng lượng điện gió Tiền Giang (iv) (**),798.300.000.000,"89,70",-,100.000.000.000,"50,00",-,798300000000.0,89.7,,100000000000.0,50.0,
Công ty Cổ phần Điện gió la Bang (v) (**),Công ty Cổ phần Điện gió la Bang (v) (**),Công ty Cổ phần Điện gió la Bang (v) (**),258.000.000.000,"60,00",-,252.000.000.000,"75,45",-,258000000000.0,60.0,,252000000000.0,75.45,
Công ty Cổ phần Hợp tác Phát triển Năng lượng tái tạo Vi - Ja (vi) (**),Công ty Cổ phần Hợp tác Phát triển Năng lượng tái tạo Vi - Ja (vi) (**),Công ty Cổ phần Hợp tác Phát triển Năng lượng tái tạo Vi - Ja (vi) (**),39.600.000.000,"99,00",-,15.000.000.000,"100,00",-,39600000000.0,99.0,,15000000000.0,100.0,
Công ty Cổ phần Năng lượng Tái tạo mới Số 1 (vii) (**),Công ty Cổ phần Năng lượng Tái tạo mới Số 1 (vii) (**),Công ty Cổ phần Năng lượng Tái tạo mới Số 1 (vii) (**),179.700.000.000,"99,83",(4.510.834),-,-,-,179700000000.0,99.83,-4510834.0,,,
,,,3.340.904.650.909,,(7.571.276.944),1.966.425.276.909,,(6.585.606.374),3340904650909.0,,-7571276944.0,1966425276909.0,,-6585606374.0
