row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Cổ phiếu phổ thông,%,Cổ phiếu phổ thông,%,,,,
AVH Pte. Ltd.,AVH Pte. Ltd.,AVH Pte. Ltd.,63.054.166,"20,76",55.305.970,"20,39",63054166.0,20.76,55305970.0,20.39
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,54.053.893,"17,80",49.139.903,"18,12",54053893.0,17.8,49139903.0,18.12
International Finance Corporation,International Finance Corporation,International Finance Corporation,41.716.831,"13,74",37.924.393,"13,99",41716831.0,13.74,37924393.0,13.99
Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,25.495.947,"8,39",29.323.026,"10,81",25495947.0,8.39,29323026.0,10.81
Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,21.802.158,"7,18",19.820.145,"7,31",21802158.0,7.18,19820145.0,7.31
Công ty Cổ phần Hàng tiêu dùng Biên Hòa,Công ty Cổ phần Hàng tiêu dùng Biên Hòa,Công ty Cổ phần Hàng tiêu dùng Biên Hòa,16.030.940,"5,28",11.846.310,"4,37",16030940.0,5.28,11846310.0,4.37
Ông Đặng Văn Thành,Ông Đặng Văn Thành,Ông Đặng Văn Thành,11.646.952,"3,83",10.588.141,"3,90",11646952.0,3.83,10588141.0,3.9
Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành viên Thành Thành Công Gia Lai,8.815.000,"2,90",6.650.000,"2,45",8815000.0,2.9,6650000.0,2.45
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,61.099.639,"20,12",50.577.300,"18,66",61099639.0,20.12,50577300.0,18.66
,,,303.715.526,"100,00",271.175.188,"100,00",303715526.0,100.0,271175188.0,100.0
