row_label_raw,row_label_full,col_0,Tại ngàyđầu nămVND,Số phải nộptrong nămVND,Số đã thực nộptrong nămVND,Cán trừtrong nămVND,Tại ngàycuối nămVND,numeric__Tại ngàyđầu nămVND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộptrong nămVND,numeric__Cán trừtrong nămVND,numeric__Tại ngàycuối nămVND
Thuế GTGT,Thuế GTGT,Thuế GTGT,13.942.040.955,78.297.605.579,(63.875.269.681),(8.904.758.478),19.459.618.375,13942040955.0,78297605579.0,-63875269681.0,-8904758478.0,19459618375.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,4.067.442.900,18.052.698.036,(5.247.326.745),-,16.872.814.191,4067442900.0,18052698036.0,-5247326745.0,,16872814191.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,2.545.321.556,20.049.980.065,(17.726.943.106),-,4.868.358.515,2545321556.0,20049980065.0,-17726943106.0,,4868358515.0
Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,1.242.471.325,5.608.934.433,(6.183.074.366),-,668.331.392,1242471325.0,5608934433.0,-6183074366.0,,668331392.0
Các loại thuế vàphí khác,Các loại thuế vàphí khác,Các loại thuế vàphí khác,824.359.362,6.135.034.057,(6.784.102.177),-,175.291.242,824359362.0,6135034057.0,-6784102177.0,,175291242.0
,,,22.621.636.098,128.144.252.170,(99.816.716.075),(8.904.758.478),42.044.413.715,22621636098.0,128144252170.0,-99816716075.0,-8904758478.0,42044413715.0
