row_label_raw,row_label_full,THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)Giao dịch với các bên liên quan (tiếp theo) > Bên liên quan,THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)Giao dịch với các bên liên quan (tiếp theo) > Nội dung nghiệp vụ,THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)Giao dịch với các bên liên quan (tiếp theo) > Năm nay VND,THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)Giao dịch với các bên liên quan (tiếp theo) > Năm trước VND,numeric__THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)Giao dịch với các bên liên quan (tiếp theo) > Nội dung nghiệp vụ,numeric__THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)Giao dịch với các bên liên quan (tiếp theo) > Năm nay VND,numeric__THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)Giao dịch với các bên liên quan (tiếp theo) > Năm trước VND
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,"Mua hàng hóa, dịch vụĐặt cọcMua hàng hóa, dịch vụ khác",10.939.735.000-1.000.000,5.590.487.944205.959.520.000-,,,
Tổng Công ty Điện lực Miền Trung,Công ty Cổ phần Đầu tư Thành Thành Công > Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,Doanh thu bán điện,184.741.554.198,160.536.504.578,,184741554198.0,160536504578.0
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Đầu tư Thành Thành Công > Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Doanh thu bán hàng và cung cấp dịch vụMua hàng hóa và dịch vụ,-,8.958.439.98822.877.928.928,,,8.958439988228779e+20
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công > Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Mua hàng hóa và dịch vụ,443.884.269,1.206.946.732,,443884269.0,1206946732.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Cho vayGóp vốnChuyển đổi cho vay thành đặt cọcThu hồi khoản cho vayLãi cho vayLãi phạtDoanh thu bán hàng và cung cấp dịch vụMua hàng hóa và dịch vụ,126.000.000.00093.800.000.000-108.024.497.83910.930.159.0406.714.520.5471.510.982.633-,165.789.904.119-110.000.000.0006.589.506.28010.106.631.8918.410.493.720832.583.3242.817.600,,,
