row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGĂN HẠN,,460.741.709.884,764.577.373.466,,,460741709884.0,764577373466.0
110,110,110,Tiền,3,68.316.641.845,21.873.265.553,,3.0,68316641845.0,21873265553.0
111,111,111,Tiền,,68.316.641.845,21.873.265.553,,,68316641845.0,21873265553.0
130,130,130,Các khoản phải thu ngắn hạn,,284.231.320.549,635.021.043.285,,,284231320549.0,635021043285.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,73.989.051.259,179.441.737.611,,4.0,73989051259.0,179441737611.0
132,132,132,Trả trước cho người bán ngắn hạn,5,2.065.318.328,2.197.573.488,,5.0,2065318328.0,2197573488.0
135,135,135,Phải thu về cho vay ngắn hạn,6,90.075.900.000,69.200.397.839,,6.0,90075900000.0,69200397839.0
136,136,136,Phải thu ngắn hạn khác,7(a),118.450.094.826,384.181.334.347,,,118450094826.0,384181334347.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(349.043.864),-,,,-349043864.0,
140,140,140,Hàng tồn kho,8,103.456.661.559,102.835.030.993,,8.0,103456661559.0,102835030993.0
141,141,141,Hàng tồn kho,,103.456.661.559,102.835.030.993,,,103456661559.0,102835030993.0
150,150,150,Tài sản ngắn hạn khác,,4.737.085.931,4.848.033.635,,,4737085931.0,4848033635.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),4.377.473.149,4.738.145.828,,,4377473149.0,4738145828.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,359.612.782,109.887.807,,,359612782.0,109887807.0
200,200,200,TÀI SẢN DÀI HẠN,,5.644.547.024.593,4.408.498.292.462,,,5644547024593.0,4408498292462.0
210,210,210,Các khoản phải thu dài hạn,,416.494.540,531.104.082,,,416494540.0,531104082.0
216,216,216,Phải thu dài hạn khác,7(b),568.204.382,1.259.387.882,,,568204382.0,1259387882.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(151.709.842),(728.283.800),,,-151709842.0,-728283800.0
220,220,220,Tài sản cố định,,2.225.895.832.196,2.412.072.415.892,,,2225895832196.0,2412072415892.0
221,221,221,Tài sản cố định hữu hình,10(a),2.219.749.377.221,2.404.018.706.225,,,2219749377221.0,2404018706225.0
222,222,222,Nguyên giá,,3.027.617.046.544,3.106.250.898.500,,,3027617046544.0,3106250898500.0
223,223,223,Giá trị khấu hao lũy kế,,(807.867.669.323),(702.232.192.275),,,-807867669323.0,-702232192275.0
227,227,227,Tài sản cố định vô hình,10(b),6.146.454.975,8.053.709.667,,,6146454975.0,8053709667.0
228,228,228,Nguyên giá,,10.871.988.181,10.871.988.181,,,10871988181.0,10871988181.0
229,229,229,Giá trị khấu hao lũy kế,,(4.725.533.206),(2.818.278.514),,,-4725533206.0,-2818278514.0
240,240,240,Tài sản dở dang dài hạn,,10.479.198.104,9.322.026.194,,,10479198104.0,9322026194.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,10.479.198.104,9.322.026.194,,11.0,10479198104.0,9322026194.0
250,250,250,Đầu tư tài chính dài hạn,,3.389.963.954.233,1.959.839.670.535,,,3389963954233.0,1959839670535.0
251,251,251,Đầu tư vào công ty con,12(a),3.340.904.650.909,1.966.425.276.909,,,3340904650909.0,1966425276909.0
252,252,252,Đầu tư vào công ty liên kết,12(b),93.800.000.000,-,,,93800000000.0,
254,254,254,Dự phòng đầu tư tài chính dài hạn,12(c),(44.740.696.676),(6.585.606.374),,,-44740696676.0,-6585606374.0
260,260,260,Tài sản dài hạn khác,,17.791.545.520,26.733.075.759,,,17791545520.0,26733075759.0
261,261,261,Chi phí trả trước dài hạn,9(b),17.791.545.520,26.733.075.759,,,17791545520.0,26733075759.0
270,270,270,TỔNG TÀI SẢN,,6.105.288.734.477,5.173.075.665.928,,,6105288734477.0,5173075665928.0
