row_label_raw,row_label_full,Đối tượng,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
"Công ty Cổ Phần Chứng Khoán VNDIRECT (""VNDIRECT"")","Công ty Cổ Phần Chứng Khoán VNDIRECT (""VNDIRECT"")","Công ty Cổ Phần Chứng Khoán VNDIRECT (""VNDIRECT"")",51.893.700.437,-,51893700437.0,
Công ty Cổ phần Bất Đông Sản Hiệp Phú Land,Công ty Cổ phần Bất Đông Sản Hiệp Phú Land,Công ty Cổ phần Bất Đông Sản Hiệp Phú Land,35.000.000.000,35.000.000.000,35000000000.0,35000000000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,7.500.000.002,6.921.115.726,7500000002.0,6921115726.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,94.393.700.439,41.921.115.726,94393700439.0,41921115726.0
