row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Trả trước cho bên khác,Trả trước cho bên khác,Trả trước cho bên khác,2.873.169.009.669,1.811.587.116.424,2873169009669.0,1811587116424.0
- Các đối tác cá nhân,- Các đối tác cá nhân,- Các đối tác cá nhân,1.344.285.303.925,648.157.754.725,1344285303925.0,648157754725.0
- Công ty Cổ phần Xây dựng FBV,- Công ty Cổ phần Xây dựng FBV,- Công ty Cổ phần Xây dựng FBV,277.797.917.808,-,277797917808.0,
- Công ty Cổ phần Tập đoàn Đầu tư và Thương mại Thăng Long,- Công ty Cổ phần Tập đoàn Đầu tư và Thương mại Thăng Long,- Công ty Cổ phần Tập đoàn Đầu tư và Thương mại Thăng Long,205.514.610.011,205.514.610.011,205514610011.0,205514610011.0
- Công ty Cổ phần Địa ốc Sài Gòn,- Công ty Cổ phần Địa ốc Sài Gòn,- Công ty Cổ phần Địa ốc Sài Gòn,182.231.750.000,152.231.750.000,182231750000.0,152231750000.0
- Các nhà cung cấp khác,- Các nhà cung cấp khác,- Các nhà cung cấp khác,863.339.427.925,805.683.001.688,863339427925.0,805683001688.0
Trả trước cho liên quan (Thuyết minh số 34),Trả trước cho liên quan (Thuyết minh số 34),Trả trước cho liên quan (Thuyết minh số 34),18.823.562.352,17.453.035.795,18823562352.0,17453035795.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.891.992.572.021,1.829.040.152.219,2891992572021.0,1829040152219.0
Dự phòng trả trước cho người bán ngắn hạn (Thuyết minh số 11),Dự phòng trả trước cho người bán ngắn hạn (Thuyết minh số 11),Dự phòng trả trước cho người bán ngắn hạn (Thuyết minh số 11),(119.713.224.326),(93.755.469.601),-119713224326.0,-93755469601.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.772.279.347.695,1.735.284.682.618,2772279347695.0,1735284682618.0
