row_label_raw,row_label_full,Ông Lương Trí Thìn,Chữ tịch,col_2,numeric__Chữ tịch,numeric__col_2
Ông Nguyễn Phạm Anh Tài,Ông Nguyễn Phạm Anh Tài,Ông Nguyễn Phạm Anh Tài,Thành viên độc lập,,,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Thành viên,,,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Thành viên,,,
Ông Lương Trí Thảo,Ông Lương Trí Thảo,Ông Lương Trí Thảo,Thành viên,không còn là thành viên từ 23 tháng 6 năm 2023,,
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Thành viên,miễn nhiệm ngày 19 tháng 5 năm 2023,,
