row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2023 (%),Tại ngày 31 tháng 12 năm 2022 (%),,,,,
Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),,,,,
(62),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (62),(62),"Công ty Cổ phần Propcom (trước đây là Công ty Cổ phần Bất động sản Redvn) (""Propcom"")",Kinh doanh và môi giới BĐS,Đang hoạt động,99,99,,,,99.0,99.0
(63),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (63),(63),"Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")",Kinh doanh BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(64),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (64),(64),"Công ty Cổ phần Bất động sản City Invest (""City Invest"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,55,,,,55.0,55.0
(65),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (65),(65),"Công ty Cổ phần Địa Óc Tây Nguyên (""Địa Óc Tây Nguyên"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,55,,,,51.0,55.0
(66),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (66),(66),Công ty TNHH Đầu Tư Bất động sản Phúc Hưng Phát,Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(67),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (67),(67),Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam,Kinh doanh và môi giới BĐS,Đang hoạt động,"56,5","56,5",,,,56.5,56.5
(68),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (68),(68),Công ty Cổ phần Đầu tư Sapphire Tower,Kinh doanh và môi giới BĐS,Đang làm thủ tục giải thể,100,-,,,,100.0,
(69),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (69),(69),Công ty Cổ phần đầu tư Emerald Tower,Kinh doanh và môi giới BĐS,Đang làm thủ tục giải thể,100,-,,,,100.0,
